,gen,nevals
0,1,500
1,2,389
2,3,381
3,4,391
4,5,376
5,6,391
6,7,401
7,8,378
8,9,377
9,10,361
10,11,397
11,12,376
12,13,384
13,14,391
14,15,365
15,16,361
16,17,395
17,18,367
18,19,381
19,20,396
20,21,389
21,22,377
22,23,399
23,24,374
24,25,373
25,26,381
26,27,385
27,28,384
28,29,370
29,30,377
30,31,393
31,32,387
32,33,382
33,34,389
34,35,376
35,36,374
36,37,380
37,38,379
38,39,387
39,40,398
40,41,374
41,42,344
42,43,390
43,44,378
44,45,380
45,46,372
46,47,367
47,48,379
48,49,380
49,50,376
