,gen,nevals
0,1,500
1,2,385
2,3,389
3,4,355
4,5,386
5,6,376
6,7,377
7,8,355
8,9,379
9,10,383
10,11,395
11,12,382
12,13,374
13,14,388
14,15,373
15,16,372
16,17,378
17,18,388
18,19,386
19,20,399
20,21,386
21,22,396
22,23,403
23,24,361
24,25,370
25,26,376
26,27,394
27,28,394
28,29,366
29,30,380
30,31,395
31,32,364
32,33,372
33,34,384
34,35,379
35,36,375
36,37,380
37,38,381
38,39,378
39,40,392
40,41,396
41,42,374
42,43,411
43,44,399
44,45,380
45,46,376
46,47,365
47,48,395
48,49,373
49,50,381
