,gen,evals,avg,min,max,nevals
0,0,500.0,[0.22873955 0.76913772],[0. 0.],[1. 1.],
1,1,,[0.25691318 0.73675449],[0. 0.],[1. 1.],375.0
2,2,,[0.27491961 0.73032335],[0. 0.],[1. 1.],354.0
3,3,,[0.27551768 0.7271976 ],[0. 0.],[1. 1.],374.0
4,4,,[0.29311254 0.70808383],[0. 0.],[1. 1.],392.0
5,5,,[0.30462379 0.70700599],[0. 0.],[1. 1.],395.0
6,6,,[0.30984566 0.69582036],[0. 0.],[1. 1.],383.0
7,7,,[0.31165273 0.68524551],[0. 0.],[1. 1.],366.0
8,8,,[0.31431511 0.67953293],[0. 0.],[1. 1.],387.0
9,9,,[0.32386495 0.66911377],[0. 0.],[1. 1.],389.0
10,10,,[0.32316399 0.66750898],[0. 0.],[1. 1.],379.0
11,11,,[0.3234791  0.67330539],[0. 0.],[1. 1.],381.0
12,12,,[0.33359486 0.67588024],[0. 0.],[1. 1.],374.0
13,13,,[0.33454019 0.66920958],[0. 0.],[1. 1.],374.0
14,14,,[0.33688746 0.66268263],[0. 0.],[1. 1.],393.0
15,15,,[0.33305466 0.6717485 ],[0. 0.],[1. 1.],384.0
16,16,,[0.33266238 0.66299401],[0. 0.],[1. 1.],381.0
17,17,,[0.34197428 0.65737725],[0. 0.],[1. 1.],372.0
18,18,,[0.33706752 0.65997605],[0. 0.],[1. 1.],371.0
19,19,,[0.33019936 0.66526946],[0. 0.],[1. 1.],380.0
20,20,,[0.32189711 0.66876647],[0. 0.],[1. 1.],380.0
21,21,,[0.30970418 0.67214371],[0. 0.],[1. 1.],377.0
22,22,,[0.31466238 0.66129341],[0. 0.],[1. 1.],387.0
23,23,,[0.32186495 0.6634012 ],[0. 0.],[1. 1.],400.0
24,24,,[0.31943408 0.65985629],[0. 0.],[1. 1.],366.0
25,25,,[0.32269453 0.66512575],[0. 0.],[1. 1.],392.0
26,26,,[0.31192926 0.674     ],[0. 0.],[1. 1.],381.0
27,27,,[0.31143408 0.67675449],[0. 0.],[1. 1.],398.0
28,28,,[0.31700965 0.66861078],[0. 0.],[1. 1.],375.0
29,29,,[0.32145338 0.66794012],[0. 0.],[1. 1.],372.0
30,30,,[0.33320257 0.65475449],[0. 0.],[1. 1.],390.0
31,31,,[0.3250418  0.65184431],[0. 0.],[1. 1.],366.0
32,32,,[0.34327331 0.64942515],[0. 0.],[1. 1.],373.0
33,33,,[0.33750482 0.64750898],[0. 0.],[1. 1.],392.0
34,34,,[0.33686174 0.65450299],[0. 0.],[1. 1.],376.0
35,35,,[0.33716399 0.64431138],[0. 0.],[1. 1.],361.0
36,36,,[0.33889389 0.64753293],[0. 0.],[1. 1.],377.0
37,37,,[0.34649518 0.65150898],[0. 0.],[1. 1.],385.0
38,38,,[0.33439871 0.67019162],[0. 0.],[1. 1.],365.0
39,39,,[0.33292605 0.67074251],[0. 0.],[1. 1.],378.0
40,40,,[0.33231511 0.66598802],[0. 0.],[1. 1.],367.0
41,41,,[0.33955627 0.6534491 ],[0. 0.],[1. 1.],394.0
42,42,,[0.3388746  0.65017964],[0. 0.],[1. 1.],398.0
43,43,,[0.33819293 0.65585629],[0. 0.],[1. 1.],389.0
44,44,,[0.34117685 0.65759281],[0. 0.],[1. 1.],369.0
45,45,,[0.33561415 0.66355689],[0. 0.],[1. 1.],400.0
46,46,,[0.31951125 0.66023952],[0. 0.],[1. 1.],388.0
47,47,,[0.31978778 0.66523353],[0. 0.],[1. 1.],390.0
48,48,,[0.31868167 0.67364072],[0. 0.],[1. 1.],345.0
49,49,,[0.31758842 0.66913772],[0. 0.],[1. 1.],375.0
50,50,,[0.30891961 0.6748503 ],[0. 0.],[1. 1.],390.0
