,gen,evals,avg,min,max,nevals
0,0,500.0,[0.29976786 0.73703158],[0. 0.],[1. 1.],
1,1,,[0.35275    0.67943158],[0. 0.],[1. 1.],375.0
2,2,,[0.36873214 0.67505263],[0. 0.],[1. 1.],389.0
3,3,,[0.383875   0.66524211],[0. 0.],[1. 1.],377.0
4,4,,[0.39667857 0.64652632],[0. 0.],[1. 1.],397.0
5,5,,[0.42205357 0.62684211],[0. 0.],[1. 1.],378.0
6,6,,[0.42267857 0.62353684],[0. 0.],[1. 1.],373.0
7,7,,[0.42039286 0.62056842],[0. 0.],[1. 1.],361.0
8,8,,[0.43675    0.60728421],[0. 0.],[1. 1.],384.0
9,9,,[0.432      0.61355789],[0. 0.],[1. 1.],399.0
10,10,,[0.44644643 0.59629474],[0. 0.],[1. 1.],368.0
11,11,,[0.45071429 0.59277895],[0. 0.],[1. 1.],364.0
12,12,,[0.46085714 0.58225263],[0. 0.],[1. 1.],372.0
13,13,,[0.46128571 0.57810526],[0. 0.],[1. 1.],388.0
14,14,,[0.47544643 0.56631579],[0. 0.],[1. 1.],392.0
15,15,,[0.465625   0.58113684],[0. 0.],[1. 1.],370.0
16,16,,[0.46757143 0.58223158],[0. 0.],[1. 1.],399.0
17,17,,[0.46746429 0.58195789],[0. 0.],[1. 1.],385.0
18,18,,[0.47448214 0.58008421],[0. 0.],[1. 1.],385.0
19,19,,[0.47330357 0.57938947],[0. 0.],[1. 1.],373.0
20,20,,[0.47671429 0.58473684],[0. 0.],[1. 1.],380.0
21,21,,[0.47144643 0.58747368],[0. 0.],[1. 1.],373.0
22,22,,[0.45925    0.58915789],[0. 0.],[1. 1.],369.0
23,23,,[0.46107143 0.58831579],[0. 0.],[1. 1.],372.0
24,24,,[0.45326786 0.59682105],[0. 0.],[1. 1.],398.0
25,25,,[0.45748214 0.59141053],[0. 0.],[1. 1.],378.0
26,26,,[0.46960714 0.59372632],[0. 0.],[1. 1.],381.0
27,27,,[0.476875   0.58966316],[0. 0.],[1. 1.],372.0
28,28,,[0.46573214 0.59376842],[0. 0.],[1. 1.],376.0
29,29,,[0.45896429 0.60246316],[0. 0.],[1. 1.],383.0
30,30,,[0.45667857 0.60633684],[0. 0.],[1. 1.],381.0
31,31,,[0.45292857 0.61357895],[0. 0.],[1. 1.],397.0
32,32,,[0.460875   0.60418947],[0. 0.],[1. 1.],386.0
33,33,,[0.46535714 0.60604211],[0. 0.],[1. 1.],380.0
34,34,,[0.46842857 0.6048    ],[0. 0.],[1. 1.],373.0
35,35,,[0.47519643 0.60290526],[0. 0.],[1. 1.],367.0
36,36,,[0.48148214 0.59027368],[0. 0.],[1. 1.],406.0
37,37,,[0.48741071 0.58665263],[0. 0.],[1. 1.],368.0
38,38,,[0.48517857 0.58509474],[0. 0.],[1. 1.],375.0
39,39,,[0.48998214 0.58387368],[0. 0.],[1. 1.],380.0
40,40,,[0.48883929 0.58176842],[0. 0.],[1. 1.],371.0
41,41,,[0.48416071 0.57970526],[0. 0.],[1. 1.],372.0
42,42,,[0.48421429 0.57627368],[0. 0.],[1. 1.],375.0
43,43,,[0.47692857 0.59025263],[0. 0.],[1. 1.],410.0
44,44,,[0.48775    0.58637895],[0. 0.],[1. 1.],379.0
45,45,,[0.49157143 0.57553684],[0. 0.],[1. 1.],379.0
46,46,,[0.48801786 0.58029474],[0. 0.],[1. 1.],361.0
47,47,,[0.49116071 0.57456842],[0. 0.],[1. 1.],379.0
48,48,,[0.48601786 0.58109474],[0. 0.],[1. 1.],396.0
49,49,,[0.50144643 0.56926316],[0. 0.],[1. 1.],372.0
50,50,,[0.50017857 0.57258947],[0. 0.],[1. 1.],383.0
