,gen,nevals
0,1,500
1,2,378
2,3,365
3,4,395
4,5,387
5,6,388
6,7,400
7,8,393
8,9,390
9,10,396
10,11,374
11,12,376
12,13,366
13,14,381
14,15,372
15,16,390
16,17,380
17,18,377
18,19,384
19,20,384
20,21,374
21,22,390
22,23,368
23,24,373
24,25,377
25,26,380
26,27,378
27,28,379
28,29,369
29,30,376
30,31,379
31,32,378
32,33,385
33,34,385
34,35,382
35,36,386
36,37,367
37,38,370
38,39,395
39,40,394
40,41,373
41,42,375
42,43,368
43,44,365
44,45,390
45,46,367
46,47,398
47,48,421
48,49,357
49,50,372
