,gen,nevals
0,1,500
1,2,390
2,3,370
3,4,374
4,5,388
5,6,390
6,7,373
7,8,396
8,9,378
9,10,370
10,11,409
11,12,369
12,13,400
13,14,374
14,15,372
15,16,377
16,17,383
17,18,397
18,19,375
19,20,380
20,21,358
21,22,356
22,23,389
23,24,389
24,25,384
25,26,370
26,27,373
27,28,392
28,29,362
29,30,394
30,31,367
31,32,358
32,33,379
33,34,370
34,35,371
35,36,357
36,37,392
37,38,397
38,39,385
39,40,389
40,41,378
41,42,370
42,43,382
43,44,385
44,45,387
45,46,379
46,47,372
47,48,376
48,49,371
49,50,384
