,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.53437746 -0.03016256],[ 0.22140996 -0.03039705],[ 0.81648089 -0.03002258],
1,1,,[ 0.54190033 -0.03023632],[ 0.22140996 -0.03039018],[ 0.82285032 -0.03003141],376.0
2,2,,[ 0.54861429 -0.03024755],[ 0.26842067 -0.03038829],[ 0.82285032 -0.03003141],364.0
3,3,,[ 0.55152396 -0.03025435],[ 0.26161697 -0.03038829],[ 0.82603503 -0.03004629],387.0
4,4,,[ 0.54798487 -0.03025484],[ 0.24439056 -0.03039399],[ 0.82603503 -0.03004552],382.0
5,5,,[ 0.55027193 -0.03025186],[ 0.24439056 -0.03039018],[ 0.82603503 -0.03004667],375.0
6,6,,[ 0.55327859 -0.03025547],[ 0.2122901  -0.03038447],[ 0.82603503 -0.03004046],393.0
7,7,,[ 0.55407766 -0.03025429],[ 0.19636653 -0.03038447],[ 0.82603503 -0.03003105],390.0
8,8,,[ 0.5577471  -0.03025335],[ 0.21341199 -0.03038105],[ 0.82921975 -0.03002694],385.0
9,9,,[ 0.56090504 -0.03025418],[ 0.19886364 -0.03039018],[ 0.82921975 -0.03003105],379.0
10,10,,[ 0.55858881 -0.03025043],[ 0.24026491 -0.03039475],[ 0.83240446 -0.03002258],400.0
11,11,,[ 0.56123675 -0.03024773],[ 0.24026491 -0.03039475],[ 0.79219745 -0.03002387],382.0
12,12,,[ 0.56468551 -0.03024612],[ 0.24026491 -0.03039475],[ 0.79082224 -0.03002258],371.0
13,13,,[ 0.56456869 -0.03024865],[ 0.24026491 -0.03039475],[ 0.79082224 -0.03003141],401.0
14,14,,[ 0.56581029 -0.03024904],[ 0.28742038 -0.03039475],[ 0.79082224 -0.03003105],393.0
15,15,,[ 0.56609142 -0.03025065],[ 0.28742038 -0.03039705],[ 0.79082224 -0.03002653],380.0
16,16,,[ 0.57085025 -0.03024919],[ 0.3203894  -0.03039705],[ 0.79082224 -0.03002653],373.0
17,17,,[ 0.56925601 -0.03024763],[ 0.22372611 -0.03032956],[ 0.7776491  -0.03002606],387.0
18,18,,[ 0.57114939 -0.03025038],[ 0.31981036 -0.03039475],[ 0.7776491  -0.03003462],390.0
19,19,,[ 0.56907889 -0.03025277],[ 0.31981036 -0.03039475],[ 0.7776491  -0.03004667],363.0
20,20,,[ 0.56978785 -0.03025067],[ 0.31981036 -0.03039475],[ 0.77558628 -0.03003462],383.0
21,21,,[ 0.56481413 -0.03024861],[ 0.28977273 -0.03038829],[ 0.77558628 -0.03002604],385.0
22,22,,[ 0.56283107 -0.03025164],[ 0.30739722 -0.03034682],[ 0.77558628 -0.03002604],361.0
23,23,,[ 0.56414961 -0.03024597],[ 0.31387522 -0.03039705],[ 0.77558628 -0.03002258],378.0
24,24,,[ 0.56355906 -0.03024475],[ 0.23939635 -0.03039705],[ 0.75973509 -0.03002258],378.0
25,25,,[ 0.56557484 -0.03024838],[ 0.31981036 -0.03039705],[ 0.76404169 -0.03002387],376.0
26,26,,[ 0.5668564  -0.03024876],[ 0.28930226 -0.03039475],[ 0.77583961 -0.03002387],382.0
27,27,,[ 0.5664945  -0.03024881],[ 0.28930226 -0.03039475],[ 0.77583961 -0.03002258],389.0
28,28,,[ 0.56741466 -0.03024784],[ 0.31919514 -0.03039475],[ 0.77884337 -0.03003105],406.0
29,29,,[ 0.56704198 -0.03025187],[ 0.26737116 -0.03033997],[ 0.78452519 -0.03003841],388.0
30,30,,[ 0.56652229 -0.03024973],[ 0.16821077 -0.03038645],[ 0.78452519 -0.03002258],389.0
31,31,,[ 0.56865178 -0.03025515],[ 0.27967574 -0.03039705],[ 0.78452519 -0.03004748],367.0
32,32,,[ 0.56807137 -0.03025265],[ 0.27967574 -0.03039705],[ 0.78452519 -0.03002387],348.0
33,33,,[ 0.56408034 -0.03025085],[ 0.27967574 -0.03036062],[ 0.78452519 -0.03004506],386.0
34,34,,[ 0.56392545 -0.03024909],[ 0.27967574 -0.03039475],[ 0.78452519 -0.03003841],359.0
35,35,,[ 0.56493971 -0.03024947],[ 0.27848147 -0.03039705],[ 0.79082224 -0.03003191],386.0
36,36,,[ 0.56366524 -0.03024709],[ 0.27967574 -0.03039475],[ 0.79082224 -0.03002694],389.0
37,37,,[ 0.55863542 -0.03024944],[ 0.23371453 -0.03039705],[ 0.79082224 -0.03004667],381.0
38,38,,[ 0.5630498  -0.03024873],[ 0.23371453 -0.03038829],[ 0.79082224 -0.03004119],374.0
39,39,,[ 0.5614932  -0.03025014],[ 0.23371453 -0.03039018],[ 0.80725246 -0.03002604],384.0
40,40,,[ 0.56194977 -0.03024457],[ 0.26454835 -0.030348  ],[ 0.80725246 -0.03004046],345.0
41,41,,[ 0.56275014 -0.03024338],[ 0.28810799 -0.03039399],[ 0.80725246 -0.03002606],397.0
42,42,,[ 0.5636216  -0.03025027],[ 0.30345252 -0.03039399],[ 0.80725246 -0.03002606],400.0
43,43,,[ 0.56267711 -0.03024917],[ 0.31575709 -0.03039399],[ 0.80037638 -0.03002694],408.0
44,44,,[ 0.56229907 -0.03024751],[ 0.24775622 -0.03037905],[ 0.80037638 -0.03002694],363.0
45,45,,[ 0.56322677 -0.03024741],[ 0.26780544 -0.03034743],[ 0.80157064 -0.03002258],388.0
46,46,,[ 0.5637204  -0.03024785],[ 0.30120874 -0.03037905],[ 0.81043717 -0.03002258],376.0
47,47,,[ 0.56315048 -0.03024778],[ 0.29545455 -0.03039705],[ 0.81043717 -0.03002258],386.0
48,48,,[ 0.56561878 -0.03024855],[ 0.32737406 -0.03038105],[ 0.81043717 -0.03003148],389.0
49,49,,[ 0.57119557 -0.03025301],[ 0.28752895 -0.03039018],[ 0.81043717 -0.03003894],407.0
50,50,,[ 0.5696242  -0.03025161],[ 0.28752895 -0.03038829],[ 0.81043717 -0.03003894],350.0
