,gen,evals,avg,min,max,nevals
0,0,500.0,[0.44654545 0.61580892],[0. 0.],[1. 1.],
1,1,,[0.46454545 0.60471338],[0. 0.],[1. 1.],373.0
2,2,,[0.47168182 0.60988535],[0. 0.],[1. 1.],383.0
3,3,,[0.49156818 0.59047134],[0. 0.],[1. 1.],368.0
4,4,,[0.50615909 0.5773121 ],[0. 0.],[1. 1.],383.0
5,5,,[0.52156818 0.5616051 ],[0. 0.],[1. 1.],387.0
6,6,,[0.53438636 0.55624204],[0. 0.],[1. 1.],395.0
7,7,,[0.54277273 0.55603822],[0. 0.],[1. 1.],388.0
8,8,,[0.54811364 0.55836943],[0. 0.],[1. 1.],379.0
9,9,,[0.55929545 0.54689172],[0. 0.],[1. 1.],375.0
10,10,,[0.55879545 0.55817834],[0. 0.],[1. 1.],347.0
11,11,,[0.55836364 0.55657325],[0. 0.],[1. 1.],382.0
12,12,,[0.55877273 0.55750318],[0. 0.],[1. 1.],376.0
13,13,,[0.56922727 0.5510828 ],[0. 0.],[1. 1.],368.0
14,14,,[0.57365909 0.55561783],[0. 0.],[1. 1.],365.0
15,15,,[0.57825    0.54872611],[0. 0.],[1. 1.],391.0
16,16,,[0.57775    0.55202548],[0. 0.],[1. 1.],370.0
17,17,,[0.572      0.55528662],[0.         0.01910828],[1. 1.],367.0
18,18,,[0.57302273 0.55361783],[0. 0.],[1. 1.],364.0
19,19,,[0.57488636 0.5557707 ],[0. 0.],[1. 1.],386.0
20,20,,[0.58413636 0.55001274],[0. 0.],[1. 1.],385.0
21,21,,[0.59015909 0.54677707],[0. 0.],[1. 1.],380.0
22,22,,[0.59209091 0.54663694],[0. 0.],[1. 1.],384.0
23,23,,[0.59043182 0.55110828],[0. 0.],[1. 1.],379.0
24,24,,[0.58334091 0.55063694],[0. 0.],[1. 1.],370.0
25,25,,[0.58588636 0.5491465 ],[0. 0.],[1. 1.],367.0
26,26,,[0.58586364 0.55448408],[0. 0.],[1. 1.],384.0
27,27,,[0.57968182 0.55396178],[0. 0.],[1. 1.],359.0
28,28,,[0.58259091 0.55575796],[0. 0.],[1. 1.],413.0
29,29,,[0.57713636 0.56480255],[0. 0.],[1. 1.],390.0
30,30,,[0.58663636 0.55652229],[0. 0.],[1. 1.],384.0
31,31,,[0.59084091 0.55901911],[0. 0.],[1. 1.],369.0
32,32,,[0.59054545 0.55625478],[0. 0.],[1. 1.],381.0
33,33,,[0.59320455 0.55326115],[0. 0.],[1. 1.],375.0
34,34,,[0.59402273 0.5522293 ],[0. 0.],[1. 1.],367.0
35,35,,[0.58647727 0.558     ],[0. 0.],[1. 1.],393.0
36,36,,[0.58231818 0.55838217],[0. 0.],[1. 1.],386.0
37,37,,[0.58372727 0.55787261],[0. 0.],[1. 1.],383.0
38,38,,[0.58368182 0.55863694],[0. 0.],[1. 1.],380.0
39,39,,[0.58477273 0.55326115],[0. 0.],[1. 1.],393.0
40,40,,[0.57781818 0.55687898],[0. 0.],[1. 1.],377.0
41,41,,[0.58061364 0.55211465],[0. 0.],[1. 1.],385.0
42,42,,[0.57602273 0.55391083],[0. 0.],[1. 1.],380.0
43,43,,[0.58159091 0.54904459],[0. 0.],[1. 1.],384.0
44,44,,[0.57838636 0.55266242],[0. 0.],[1. 1.],382.0
45,45,,[0.57218182 0.5569172 ],[0. 0.],[1. 1.],383.0
46,46,,[0.5735     0.55666242],[0. 0.],[1. 1.],361.0
47,47,,[0.57070455 0.55824204],[0. 0.],[1. 1.],375.0
48,48,,[0.58097727 0.55234395],[0. 0.],[1. 1.],398.0
49,49,,[0.58284091 0.54964331],[0. 0.],[1. 1.],368.0
50,50,,[0.58356818 0.54686624],[0. 0.],[1. 1.],400.0
