,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.48562823 -0.00064417],[ 0.18932874 -0.00071592],[ 7.96901893e-01 -5.45812049e-04],
1,1,,[ 0.48959036 -0.00065157],[ 0.19965577 -0.00070823],[ 7.96901893e-01 -5.45812049e-04],390.0
2,2,,[ 0.48915318 -0.00065461],[ 0.17900172 -0.00071592],[ 7.96901893e-01 -5.97058879e-04],386.0
3,3,,[ 0.49027194 -0.00065495],[ 0.17900172 -0.00071592],[ 7.96901893e-01 -6.04532231e-04],364.0
4,4,,[ 0.49254045 -0.00065459],[ 0.17900172 -0.00071592],[ 8.10671256e-01 -5.92605343e-04],381.0
5,5,,[ 0.4895938  -0.00065433],[ 0.17900172 -0.00070364],[ 8.10671256e-01 -5.72290848e-04],402.0
6,6,,[ 0.49472289 -0.00065423],[ 0.17900172 -0.00071592],[ 7.90017212e-01 -5.92605343e-04],369.0
7,7,,[ 0.49191394 -0.00065311],[ 0.17900172 -0.00068774],[ 7.90017212e-01 -5.92605343e-04],384.0
8,8,,[ 0.48960069 -0.00065432],[ 0.17900172 -0.00070557],[ 7.88296041e-01 -5.45812049e-04],362.0
9,9,,[ 0.49056454 -0.00065412],[ 0.17900172 -0.0007017 ],[ 7.88296041e-01 -5.45812049e-04],379.0
10,10,,[ 0.49515663 -0.00065436],[ 0.17900172 -0.0007017 ],[ 7.88296041e-01 -5.45812049e-04],377.0
11,11,,[ 0.49190017 -0.00065448],[ 0.17900172 -0.00069405],[ 7.88296041e-01 -5.99877836e-04],386.0
12,12,,[ 0.49697418 -0.00065434],[ 0.21170396 -0.00069405],[ 7.88296041e-01 -5.71148027e-04],387.0
13,13,,[ 0.49574871 -0.00065378],[ 0.21170396 -0.0007017 ],[ 7.88296041e-01 -5.85699939e-04],362.0
14,14,,[ 0.49219621 -0.00065334],[ 0.19621343 -0.00067116],[ 7.88296041e-01 -5.71148027e-04],392.0
15,15,,[ 0.48909811 -0.00065395],[ 0.19621343 -0.00070854],[ 7.88296041e-01 -5.83982245e-04],381.0
16,16,,[ 0.48976592 -0.00065484],[ 0.20826162 -0.00069727],[ 7.88296041e-01 -6.04532231e-04],395.0
17,17,,[ 0.48326334 -0.00065455],[ 0.19449225 -0.00069727],[ 7.88296041e-01 -5.83982245e-04],376.0
18,18,,[ 0.48590361 -0.00065406],[ 0.19449225 -0.00069557],[ 7.95180723e-01 -5.83982245e-04],371.0
