,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.5187359  -0.06689902],[ 0.25211466 -0.06744157],[ 0.76094925 -0.06660158],
1,1,,[ 0.52254492 -0.0667653 ],[ 0.23665414 -0.06744157],[ 0.76640038 -0.06662382],385.0
2,2,,[ 0.52550977 -0.0667352 ],[ 0.26057331 -0.06744157],[ 0.76640038 -0.06662382],394.0
3,3,,[ 0.52913186 -0.06673191],[ 0.24351504 -0.06738813],[ 0.76640038 -0.06662382],384.0
4,4,,[ 0.52486372 -0.06672888],[ 0.24351504 -0.06741511],[ 0.76094925 -0.06663197],380.0
5,5,,[ 0.52879831 -0.0667393 ],[ 0.24351504 -0.06742847],[ 0.77546992 -0.06662289],391.0
6,6,,[ 0.53057115 -0.06673991],[ 0.24224624 -0.06742847],[ 0.74135338 -0.06663782],391.0
7,7,,[ 0.53110827 -0.06673795],[ 0.24224624 -0.06742847],[ 0.74581767 -0.0666406 ],378.0
8,8,,[ 0.53313017 -0.06673973],[ 0.24351504 -0.06740829],[ 0.76621241 -0.06660158],386.0
9,9,,[ 0.53496645 -0.0667409 ],[ 0.24351504 -0.06743183],[ 0.76640038 -0.06663296],393.0
10,10,,[ 0.53419793 -0.06673379],[ 0.24351504 -0.06740749],[ 0.76640038 -0.06660158],390.0
11,11,,[ 0.53476175 -0.06675204],[ 0.23665414 -0.06743183],[ 0.76640038 -0.06663296],390.0
12,12,,[ 0.53235263 -0.06674705],[ 0.23665414 -0.06744157],[ 0.76640038 -0.06663296],378.0
13,13,,[ 0.53512368 -0.06674089],[ 0.26503759 -0.06742847],[ 0.76640038 -0.06663197],395.0
14,14,,[ 0.53500019 -0.06674176],[ 0.30300752 -0.06743183],[ 0.76640038 -0.06664013],384.0
15,15,,[ 0.53619258 -0.06674572],[ 0.30300752 -0.06742454],[ 0.76414474 -0.06661731],380.0
16,16,,[ 0.53377171 -0.06673927],[ 0.26503759 -0.06741799],[ 0.76414474 -0.06660158],373.0
