,gen,evals,avg,min,max,nevals
0,0,500.0,[0.229699   0.76416312],[0. 0.],[1. 1.],
1,1,,[0.25304348 0.7429078 ],[0. 0.],[1. 1.],374.0
2,2,,[0.26026756 0.73202837],[0. 0.],[1. 1.],377.0
3,3,,[0.28908361 0.70012766],[0. 0.],[1. 1.],382.0
4,4,,[0.29184615 0.6990922 ],[0. 0.],[1. 1.],381.0
5,5,,[0.31651505 0.68407092],[0. 0.],[1. 1.],363.0
6,6,,[0.3141806  0.67621277],[0. 0.],[1. 1.],389.0
7,7,,[0.31578595 0.67784397],[0. 0.],[1. 1.],391.0
8,8,,[0.31819398 0.67774468],[0. 0.],[1. 1.],379.0
9,9,,[0.32577258 0.67131206],[0. 0.],[1. 1.],379.0
10,10,,[0.31891639 0.67886525],[0. 0.],[1. 1.],380.0
11,11,,[0.32536455 0.6753617 ],[0. 0.],[1. 1.],371.0
12,12,,[0.33024749 0.6552695 ],[0. 0.],[1. 1.],387.0
13,13,,[0.33611371 0.65373759],[0. 0.],[1. 1.],379.0
14,14,,[0.35733779 0.63031915],[0. 0.],[1. 1.],383.0
15,15,,[0.36638127 0.62087234],[0. 0.],[1. 1.],367.0
16,16,,[0.36317057 0.62541844],[0. 0.],[1. 1.],385.0
17,17,,[0.36682274 0.6208227 ],[0. 0.],[1. 1.],363.0
18,18,,[0.35602007 0.62030496],[0. 0.],[1. 1.],397.0
19,19,,[0.35909699 0.63080851],[0. 0.],[1. 1.],381.0
20,20,,[0.36285619 0.62160993],[0. 0.],[1. 1.],375.0
21,21,,[0.35276254 0.63819149],[0. 0.],[1. 1.],371.0
22,22,,[0.35122408 0.64297163],[0. 0.],[1. 1.],371.0
23,23,,[0.35870234 0.63864539],[0. 0.],[1. 1.],393.0
24,24,,[0.3666087  0.63032624],[0. 0.],[1. 1.],381.0
25,25,,[0.36818729 0.62870213],[0. 0.],[1. 1.],371.0
26,26,,[0.3508495  0.64131915],[0. 0.],[1. 1.],389.0
27,27,,[0.35745819 0.63984397],[0. 0.],[1. 1.],376.0
28,28,,[0.35919732 0.63512057],[0. 0.],[1. 1.],390.0
29,29,,[0.34855518 0.643     ],[0. 0.],[1. 1.],391.0
30,30,,[0.35497659 0.6372766 ],[0. 0.],[1. 1.],358.0
