,gen,evals,avg,min,max,nevals
0,0,500.0,[ 4.97942029e-01 -1.49119931e-05],[ 2.12560386e-01 -1.52105604e-05],[ 7.48792271e-01 -1.48821696e-05],
1,1,,[ 4.92483092e-01 -1.48951866e-05],[ 2.12560386e-01 -1.52105604e-05],[ 7.48792271e-01 -1.48821696e-05],379.0
2,2,,[ 4.91739130e-01 -1.48880541e-05],[ 2.07729469e-01 -1.51373456e-05],[ 7.48792271e-01 -1.48821696e-05],393.0
3,3,,[ 4.86318841e-01 -1.48897856e-05],[ 2.07729469e-01 -1.51358972e-05],[ 7.48792271e-01 -1.48837309e-05],364.0
4,4,,[ 4.85004831e-01 -1.48886448e-05],[ 2.07729469e-01 -1.51373456e-05],[ 7.48792271e-01 -1.48822776e-05],394.0
5,5,,[ 4.85004831e-01 -1.48868759e-05],[ 2.12560386e-01 -1.50996491e-05],[ 7.48792271e-01 -1.48821696e-05],365.0
6,6,,[ 4.80106280e-01 -1.48887587e-05],[ 2.12560386e-01 -1.52105604e-05],[ 7.58454106e-01 -1.48822776e-05],373.0
7,7,,[ 4.75507246e-01 -1.48874933e-05],[ 2.12560386e-01 -1.51472403e-05],[ 7.58454106e-01 -1.48829747e-05],364.0
8,8,,[ 4.74637681e-01 -1.48890025e-05],[ 2.12560386e-01 -1.52105604e-05],[ 7.48792271e-01 -1.48821696e-05],375.0
9,9,,[ 4.75826087e-01 -1.48887682e-05],[ 2.31884058e-01 -1.51472403e-05],[ 7.53623188e-01 -1.48825181e-05],377.0
10,10,,[ 4.75342995e-01 -1.48889004e-05],[ 2.31884058e-01 -1.51358972e-05],[ 7.53623188e-01 -1.48837309e-05],378.0
11,11,,[ 4.72531401e-01 -1.48913017e-05],[ 2.31884058e-01 -1.52105604e-05],[ 7.34299517e-01 -1.48825181e-05],393.0
12,12,,[ 4.75024155e-01 -1.48893749e-05],[ 2.46376812e-01 -1.51472403e-05],[ 7.34299517e-01 -1.48825181e-05],373.0
13,13,,[ 4.74444444e-01 -1.48882221e-05],[ 2.46376812e-01 -1.50996491e-05],[ 7.63285024e-01 -1.48845918e-05],384.0
14,14,,[ 4.75584541e-01 -1.48875650e-05],[ 2.46376812e-01 -1.52105604e-05],[ 7.63285024e-01 -1.48825181e-05],374.0
15,15,,[ 4.74347826e-01 -1.48885559e-05],[ 2.46376812e-01 -1.50996491e-05],[ 7.63285024e-01 -1.48821696e-05],356.0
