,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.48737605 -0.14944024],[ 0.07262645 -0.15030494],[ 0.93585498 -0.14915131],
1,1,,[ 0.4871328  -0.14931926],[ 0.07262645 -0.15027484],[ 0.93585498 -0.14915856],378.0
2,2,,[ 0.48701369 -0.14929284],[ 0.07101873 -0.15024769],[ 0.93585498 -0.14915859],386.0
3,3,,[ 0.49228315 -0.14929007],[ 0.07101873 -0.15027484],[ 0.93585498 -0.14915856],401.0
4,4,,[ 0.49151926 -0.14927984],[ 0.07101873 -0.1501565 ],[ 0.93585498 -0.14915856],381.0
5,5,,[ 0.48944005 -0.14928676],[ 0.04069353 -0.1501565 ],[ 0.93585498 -0.14916854],380.0
6,6,,[ 0.49121842 -0.14929774],[ 0.04019293 -0.15024356],[ 0.8928317  -0.14917124],387.0
7,7,,[ 0.49548103 -0.14929178],[ 0.04019293 -0.15023843],[ 0.8928317  -0.14915131],389.0
8,8,,[ 0.49517021 -0.14929595],[ 0.04019293 -0.15030231],[ 0.8934382  -0.14916557],392.0
9,9,,[ 0.49751897 -0.14928866],[ 0.04019293 -0.15020184],[ 0.91716888 -0.14915981],382.0
10,10,,[ 0.50167936 -0.14928734],[ 0.07589965 -0.1501565 ],[ 0.91716888 -0.14916123],381.0
11,11,,[ 0.50033275 -0.1492873 ],[ 0.07589965 -0.15028881],[ 0.91716888 -0.14915131],396.0
12,12,,[ 0.49768706 -0.14929616],[ 0.06414502 -0.15024875],[ 0.91716888 -0.14916586],373.0
13,13,,[ 0.50078607 -0.14929035],[ 0.07589965 -0.15024875],[ 0.93724127 -0.14915856],372.0
14,14,,[ 0.50168749 -0.14929403],[ 0.07589965 -0.15030231],[ 0.93291873 -0.14915131],382.0
15,15,,[ 0.50583249 -0.14928698],[ 0.07589965 -0.15030231],[ 0.93291873 -0.14915131],374.0
16,16,,[ 0.49852161 -0.14929355],[ 0.07589965 -0.15028225],[ 0.91822785 -0.14915131],406.0
17,17,,[ 0.49786605 -0.14930058],[ 0.06675395 -0.15028881],[ 0.92232898 -0.14916748],410.0
18,18,,[ 0.49590633 -0.14929531],[ 0.06675395 -0.15028881],[ 0.91716888 -0.14915131],396.0
19,19,,[ 0.49202376 -0.14929591],[ 0.06675395 -0.15028881],[ 0.93286097 -0.14916854],370.0
20,20,,[ 0.49186788 -0.14929273],[ 0.06675395 -0.15030494],[ 0.88628531 -0.14916703],374.0
21,21,,[ 0.48701958 -0.14928989],[ 0.06675395 -0.15030494],[ 0.88628531 -0.14916748],373.0
22,22,,[ 0.49321235 -0.14928621],[ 0.06675395 -0.15030494],[ 0.93585498 -0.14916557],397.0
23,23,,[ 0.4944837  -0.14929043],[ 0.06675395 -0.15030231],[ 0.93585498 -0.14915131],391.0
24,24,,[ 0.49265955 -0.14928099],[ 0.09275661 -0.15021011],[ 0.93585498 -0.14915131],372.0
25,25,,[ 0.49114568 -0.14929544],[ 0.044631   -0.15030494],[ 0.93585498 -0.14915982],374.0
26,26,,[ 0.49093061 -0.14930016],[ 0.03426266 -0.15030494],[ 0.87680266 -0.14915981],372.0
27,27,,[ 0.48744069 -0.14930024],[ 0.08643164 -0.15030231],[ 0.94433641 -0.14915131],381.0
28,28,,[ 0.48532516 -0.14929098],[ 0.07589965 -0.15011134],[ 0.94433641 -0.14915131],391.0
29,29,,[ 0.49023417 -0.14928858],[ 0.06536766 -0.15030494],[ 0.94433641 -0.14917806],381.0
30,30,,[ 0.48783004 -0.1492832 ],[ 0.06536766 -0.15028225],[ 0.94433641 -0.149156  ],367.0
