,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.51705865 -0.28440568],[ 0.22246241 -0.29804403],[ 0.79318609 -0.27081018],
1,1,,[ 0.51988148 -0.27795835],[ 0.22246241 -0.29221903],[ 0.80258459 -0.27085523],378.0
2,2,,[ 0.52112415 -0.27676878],[ 0.22246241 -0.29230956],[ 0.80258459 -0.27337263],370.0
3,3,,[ 0.52259746 -0.27639288],[ 0.22246241 -0.29327626],[ 0.79318609 -0.27524886],387.0
4,4,,[ 0.52725545 -0.27659001],[ 0.22246241 -0.2931368 ],[ 0.77946429 -0.27524886],377.0
5,5,,[ 0.52901889 -0.27659846],[ 0.22246241 -0.29283056],[ 0.77753759 -0.27130718],360.0
6,6,,[ 0.52360508 -0.27685677],[ 0.22246241 -0.29608831],[ 0.77753759 -0.27085523],399.0
7,7,,[ 0.5240766  -0.27665444],[ 0.22246241 -0.29608829],[ 0.78200188 -0.27130718],387.0
8,8,,[ 0.52247998 -0.27683337],[ 0.22246241 -0.2962927 ],[ 0.77753759 -0.27081018],394.0
9,9,,[ 0.52716382 -0.27690098],[ 0.22246241 -0.2962927 ],[ 0.79971805 -0.27384765],409.0
10,10,,[ 0.53027133 -0.276964  ],[ 0.22246241 -0.2962927 ],[ 0.79971805 -0.27130718],384.0
11,11,,[ 0.53336504 -0.27686759],[ 0.22246241 -0.29323263],[ 0.82203947 -0.27524886],390.0
12,12,,[ 0.53499662 -0.27693431],[ 0.22246241 -0.29634516],[ 0.79318609 -0.27524886],371.0
13,13,,[ 0.53786438 -0.27686287],[ 0.21992481 -0.29477008],[ 0.79318609 -0.27337263],380.0
14,14,,[ 0.54176964 -0.27685256],[ 0.21992481 -0.29508003],[ 0.79318609 -0.27387161],384.0
15,15,,[ 0.5414297  -0.27678061],[ 0.26804511 -0.29634516],[ 0.79318609 -0.27387161],366.0
16,16,,[ 0.54162782 -0.27727866],[ 0.26804511 -0.29634516],[ 0.79318609 -0.27326767],370.0
17,17,,[ 0.54023712 -0.27700607],[ 0.28914474 -0.29801586],[ 0.79318609 -0.27337263],370.0
18,18,,[ 0.53879258 -0.27681361],[ 0.22246241 -0.2962927 ],[ 0.79412594 -0.27134315],377.0
19,19,,[ 0.5366391 -0.2766225],[ 0.22246241 -0.2962927 ],[ 0.79318609 -0.27384765],388.0
20,20,,[ 0.53927904 -0.27673207],[ 0.22246241 -0.2962927 ],[ 0.78406955 -0.27387161],374.0
21,21,,[ 0.5409625  -0.27680618],[ 0.22246241 -0.2931368 ],[ 0.79318609 -0.27132456],392.0
22,22,,[ 0.5362531  -0.27704421],[ 0.22246241 -0.29804403],[ 0.79318609 -0.27081018],393.0
23,23,,[ 0.53559915 -0.27680676],[ 0.23265977 -0.29634516],[ 0.79318609 -0.27524886],361.0
24,24,,[ 0.53671551 -0.27656306],[ 0.23265977 -0.29801586],[ 0.79318609 -0.27333045],372.0
25,25,,[ 0.53752782 -0.276733  ],[ 0.22246241 -0.2931368 ],[ 0.79365602 -0.27333045],359.0
26,26,,[ 0.5373593  -0.27683889],[ 0.20681391 -0.29484295],[ 0.79365602 -0.27398815],388.0
27,27,,[ 0.53877763 -0.27658051],[ 0.20681391 -0.29304248],[ 0.79365602 -0.27384765],388.0
28,28,,[ 0.53962124 -0.27670339],[ 0.20681391 -0.29508003],[ 0.79046053 -0.27333045],368.0
29,29,,[ 0.54030066 -0.27686201],[ 0.19548872 -0.29804403],[ 0.79238722 -0.27081018],394.0
30,30,,[ 0.53864774 -0.276922  ],[ 0.20681391 -0.29508003],[ 0.81390977 -0.27398815],392.0
31,31,,[ 0.53860291 -0.27664599],[ 0.20681391 -0.29508003],[ 0.79765038 -0.27524886],369.0
32,32,,[ 0.53802368 -0.27700516],[ 0.22246241 -0.29477008],[ 0.79412594 -0.27326767],381.0
33,33,,[ 0.53778506 -0.27656961],[ 0.20700188 -0.29605059],[ 0.80352444 -0.27524886],385.0
34,34,,[ 0.53555658 -0.27671338],[ 0.20700188 -0.29462602],[ 0.80352444 -0.27524886],375.0
35,35,,[ 0.5325094  -0.27680137],[ 0.20700188 -0.29608831],[ 0.80352444 -0.27130718],381.0
36,36,,[ 0.53257227 -0.27664134],[ 0.22246241 -0.29634516],[ 0.80352444 -0.27326767],366.0
37,37,,[ 0.53475855 -0.27650432],[ 0.22246241 -0.29804403],[ 0.80352444 -0.27132456],376.0
38,38,,[ 0.53481476 -0.27661047],[ 0.22246241 -0.29634516],[ 0.79238722 -0.27132456],374.0
39,39,,[ 0.53535122 -0.27672253],[ 0.28547932 -0.29503477],[ 0.79365602 -0.27132456],392.0
40,40,,[ 0.53328712 -0.27668954],[ 0.28547932 -0.29608829],[ 0.79365602 -0.27134315],354.0
41,41,,[ 0.53499972 -0.27650336],[ 0.25657895 -0.29503477],[ 0.79365602 -0.27524886],381.0
42,42,,[ 0.53422632 -0.27668403],[ 0.25657895 -0.294553  ],[ 0.79365602 -0.27326767],352.0
43,43,,[ 0.53571795 -0.27680176],[ 0.28547932 -0.29804403],[ 0.79365602 -0.27081018],389.0
44,44,,[ 0.53588628 -0.27688122],[ 0.25404135 -0.29605059],[ 0.77800752 -0.27524886],387.0
45,45,,[ 0.53378647 -0.27651894],[ 0.22246241 -0.29327626],[ 0.78886278 -0.27130718],387.0
46,46,,[ 0.53133816 -0.27685998],[ 0.22246241 -0.29804403],[ 0.78886278 -0.27130718],374.0
47,47,,[ 0.53487979 -0.27653412],[ 0.25404135 -0.29605059],[ 0.78886278 -0.27081018],375.0
48,48,,[ 0.53382312 -0.2768662 ],[ 0.25404135 -0.29605059],[ 0.81964286 -0.27132456],396.0
49,49,,[ 0.53108355 -0.27681726],[ 0.21799812 -0.29327626],[ 0.81964286 -0.27085523],391.0
50,50,,[ 0.52806523 -0.27689202],[ 0.21799812 -0.29508003],[ 0.79459586 -0.27085523],388.0
