,gen,evals,avg,min,max,nevals
0,0,500.0,[ 5.85694561e-01 -5.76574301e-05],[ 4.18410042e-02 -5.87347391e-05],[ 9.43514644e-01 -5.75421315e-05],
1,1,,[ 5.81196653e-01 -5.76005465e-05],[ 4.18410042e-02 -5.85753002e-05],[ 9.43514644e-01 -5.75421315e-05],366.0
2,2,,[ 5.79000000e-01 -5.75800376e-05],[ 4.18410042e-02 -5.85753002e-05],[ 9.43514644e-01 -5.75427586e-05],368.0
3,3,,[ 5.76451883e-01 -5.75829903e-05],[ 4.18410042e-02 -5.85753002e-05],[ 9.43514644e-01 -5.75429706e-05],369.0
4,4,,[ 5.71016736e-01 -5.75798275e-05],[ 4.18410042e-02 -5.85753002e-05],[ 9.33054393e-01 -5.75421831e-05],389.0
5,5,,[ 5.61472803e-01 -5.75829101e-05],[ 3.34728033e-02 -5.85753002e-05],[ 9.28870293e-01 -5.75421831e-05],385.0
6,6,,[ 5.54815900e-01 -5.75794451e-05],[ 4.18410042e-02 -5.85582907e-05],[ 9.39330544e-01 -5.75421885e-05],386.0
7,7,,[ 5.56623431e-01 -5.75809645e-05],[ 4.18410042e-02 -5.87347391e-05],[ 9.45606695e-01 -5.75421315e-05],377.0
8,8,,[ 5.53410042e-01 -5.75751823e-05],[ 4.18410042e-02 -5.87347391e-05],[ 9.43514644e-01 -5.75421315e-05],382.0
9,9,,[ 5.51368201e-01 -5.75744925e-05],[ 4.18410042e-02 -5.87347391e-05],[ 9.43514644e-01 -5.75424029e-05],387.0
10,10,,[ 5.4809205e-01 -5.7585882e-05],[ 4.18410042e-02 -5.84352193e-05],[ 9.33054393e-01 -5.75421342e-05],387.0
11,11,,[ 5.49213389e-01 -5.75768345e-05],[ 4.18410042e-02 -5.85246952e-05],[ 9.35146444e-01 -5.75421315e-05],393.0
12,12,,[ 5.56008368e-01 -5.75806454e-05],[ 4.18410042e-02 -5.85753002e-05],[ 9.43514644e-01 -5.75432339e-05],386.0
13,13,,[ 5.51389121e-01 -5.75732444e-05],[ 4.18410042e-02 -5.84834949e-05],[ 9.43514644e-01 -5.75432339e-05],358.0
14,14,,[ 5.52782427e-01 -5.75793392e-05],[ 4.18410042e-02 -5.83728284e-05],[ 9.43514644e-01 -5.75442358e-05],380.0
15,15,,[ 5.50845188e-01 -5.75826460e-05],[ 9.41422594e-02 -5.85753002e-05],[ 9.53974895e-01 -5.75421315e-05],380.0
16,16,,[ 5.56058577e-01 -5.75744463e-05],[ 1.00418410e-01 -5.85246952e-05],[ 9.53974895e-01 -5.75421315e-05],361.0
17,17,,[ 5.61079498e-01 -5.75781227e-05],[ 1.04602510e-01 -5.85582907e-05],[ 9.53974895e-01 -5.75421342e-05],369.0
18,18,,[ 5.60334728e-01 -5.75783495e-05],[ 6.48535565e-02 -5.83349812e-05],[ 9.53974895e-01 -5.75424029e-05],376.0
19,19,,[ 5.59020921e-01 -5.75790772e-05],[ 1.04602510e-01 -5.84352193e-05],[ 9.58158996e-01 -5.75421831e-05],383.0
20,20,,[ 5.52485356e-01 -5.75751017e-05],[ 4.18410042e-02 -5.84834949e-05],[ 9.58158996e-01 -5.75421342e-05],402.0
21,21,,[ 5.51384937e-01 -5.75737049e-05],[ 5.64853556e-02 -5.85246952e-05],[ 9.41422594e-01 -5.75421315e-05],351.0
22,22,,[ 5.43414226e-01 -5.75673102e-05],[ 7.11297071e-02 -5.85246952e-05],[ 8.99581590e-01 -5.75421315e-05],376.0
23,23,,[ 5.45213389e-01 -5.75817035e-05],[ 6.69456067e-02 -5.85753002e-05],[ 9.26778243e-01 -5.75435567e-05],378.0
24,24,,[ 5.43502092e-01 -5.75744931e-05],[ 5.43933054e-02 -5.85753002e-05],[ 9.26778243e-01 -5.75421831e-05],378.0
