,gen,evals,avg,min,max,nevals
0,0,500.0,[0.22658521 0.76286228],[0. 0.],[1. 1.],
1,1,,[0.24937621 0.74650299],[0. 0.],[1. 1.],368.0
2,2,,[0.25295177 0.74543713],[0. 0.],[1. 1.],376.0
3,3,,[0.26754984 0.73008383],[0. 0.],[1. 1.],357.0
4,4,,[0.28194212 0.7217006 ],[0. 0.],[1. 1.],369.0
5,5,,[0.29440514 0.70737725],[0. 0.],[1. 1.],365.0
6,6,,[0.30007717 0.7117006 ],[0. 0.],[1. 1.],372.0
7,7,,[0.30277814 0.70708982],[0. 0.],[1. 1.],360.0
8,8,,[0.30984566 0.69610778],[0. 0.],[1. 1.],392.0
9,9,,[0.33379421 0.68092216],[0. 0.],[1. 1.],388.0
10,10,,[0.33144051 0.67675449],[0. 0.],[1. 1.],384.0
11,11,,[0.32872669 0.67669461],[0. 0.],[1. 1.],378.0
12,12,,[0.34370418 0.67147305],[0. 0.],[1. 1.],384.0
13,13,,[0.33628939 0.66952096],[0. 0.],[1. 1.],400.0
14,14,,[0.33351125 0.65968862],[0. 0.],[1. 1.],375.0
15,15,,[0.3487074  0.65267066],[0. 0.],[1. 1.],371.0
16,16,,[0.34174277 0.66051497],[0. 0.],[1. 1.],364.0
17,17,,[0.33814791 0.65458683],[0. 0.],[1. 1.],404.0
18,18,,[0.33441158 0.65033533],[0. 0.],[1. 1.],379.0
19,19,,[0.35176206 0.62989222],[0. 0.],[1. 1.],372.0
20,20,,[0.34566559 0.62837126],[0. 0.],[1. 1.],375.0
21,21,,[0.34491318 0.62332934],[0. 0.],[1. 1.],382.0
22,22,,[0.3338328  0.63708982],[0. 0.],[1. 1.],387.0
23,23,,[0.33892605 0.63697006],[0. 0.],[1. 1.],387.0
24,24,,[0.33333119 0.64358084],[0. 0.],[1. 1.],366.0
25,25,,[0.3354791  0.64312575],[0. 0.],[1. 1.],387.0
26,26,,[0.33275241 0.6437006 ],[0. 0.],[1. 1.],386.0
27,27,,[0.33680386 0.63634731],[0. 0.],[1. 1.],397.0
28,28,,[0.33720257 0.64438323],[0. 0.],[1. 1.],392.0
29,29,,[0.34177492 0.64628743],[0. 0.],[1. 1.],348.0
30,30,,[0.33956913 0.65111377],[0. 0.],[1. 1.],363.0
31,31,,[0.3444373  0.65056287],[0. 0.],[1. 1.],389.0
32,32,,[0.33594855 0.64602395],[0. 0.],[1. 1.],374.0
33,33,,[0.33324116 0.65061078],[0. 0.],[1. 1.],392.0
34,34,,[0.33019293 0.64641916],[0. 0.],[1. 1.],387.0
35,35,,[0.32974277 0.65034731],[0. 0.],[1. 1.],370.0
36,36,,[0.31623794 0.66712575],[0. 0.],[1. 1.],380.0
37,37,,[0.30969775 0.67731737],[0. 0.],[1. 1.],370.0
38,38,,[0.31380707 0.68417964],[0. 0.],[1. 1.],368.0
39,39,,[0.31402572 0.67814371],[0. 0.],[1. 1.],387.0
40,40,,[0.31698392 0.68835928],[0. 0.],[1. 1.],381.0
41,41,,[0.31132476 0.68483832],[0. 0.],[1. 1.],385.0
42,42,,[0.31266881 0.68746108],[0. 0.],[1. 1.],358.0
43,43,,[0.3197492  0.68382036],[0. 0.],[1. 1.],375.0
44,44,,[0.31978135 0.68015569],[0. 0.],[1. 1.],390.0
45,45,,[0.3212926  0.67558084],[0. 0.],[1. 1.],353.0
46,46,,[0.30693248 0.67376048],[0. 0.],[1. 1.],341.0
47,47,,[0.31495177 0.67966467],[0. 0.],[1. 1.],382.0
48,48,,[0.30478457 0.68389222],[0. 0.],[1. 1.],379.0
49,49,,[0.30349839 0.67868263],[0. 0.],[1. 1.],370.0
50,50,,[0.30655949 0.68240719],[0. 0.],[1. 1.],382.0
