,gen,nevals
0,1,500
1,2,397
2,3,387
3,4,381
4,5,360
5,6,397
6,7,377
7,8,370
8,9,356
9,10,398
10,11,385
11,12,378
12,13,390
13,14,379
14,15,396
15,16,373
16,17,376
17,18,381
18,19,393
19,20,362
20,21,396
21,22,371
22,23,353
23,24,387
24,25,394
25,26,376
26,27,367
27,28,399
28,29,387
29,30,375
30,31,372
31,32,388
32,33,385
33,34,370
34,35,378
35,36,377
36,37,377
37,38,390
38,39,399
39,40,391
40,41,373
41,42,378
42,43,372
43,44,376
44,45,396
45,46,370
46,47,370
47,48,379
48,49,347
49,50,366
