,gen,nevals
0,1,500
1,2,380
2,3,375
3,4,393
4,5,368
5,6,372
6,7,381
7,8,392
8,9,377
9,10,393
10,11,376
11,12,383
12,13,359
13,14,364
14,15,364
15,16,371
16,17,404
17,18,363
18,19,380
19,20,362
20,21,395
21,22,369
22,23,376
23,24,379
24,25,349
25,26,378
26,27,391
27,28,375
28,29,379
29,30,391
30,31,374
31,32,380
32,33,373
33,34,393
34,35,371
35,36,385
36,37,375
37,38,374
38,39,388
39,40,388
40,41,382
41,42,371
42,43,374
43,44,369
44,45,381
45,46,381
46,47,388
47,48,358
48,49,370
49,50,366
