,gen,nevals
0,1,500
1,2,384
2,3,387
3,4,393
4,5,365
5,6,392
6,7,376
7,8,390
8,9,375
9,10,373
10,11,380
11,12,381
12,13,396
13,14,373
14,15,374
15,16,390
16,17,378
17,18,368
18,19,385
19,20,400
20,21,368
21,22,384
22,23,400
23,24,392
24,25,390
25,26,374
26,27,382
27,28,401
28,29,362
29,30,394
30,31,364
31,32,374
32,33,387
33,34,385
34,35,355
35,36,389
36,37,369
37,38,365
38,39,370
39,40,391
40,41,387
41,42,391
42,43,391
43,44,381
44,45,383
45,46,370
46,47,380
47,48,388
48,49,365
49,50,367
