,gen,evals,avg,min,max,nevals
0,0,500.0,[0.23214716 0.7611844 ],[0. 0.],[1. 1.],
1,1,,[0.238301   0.75089362],[0. 0.],[1. 1.],397.0
2,2,,[0.27       0.71609929],[0. 0.],[1. 1.],382.0
3,3,,[0.29341137 0.6997234 ],[0. 0.],[1. 1.],369.0
4,4,,[0.29298328 0.70208511],[0. 0.],[1. 1.],395.0
5,5,,[0.29729766 0.69817021],[0. 0.],[1. 1.],377.0
6,6,,[0.30908361 0.69208511],[0. 0.],[1. 1.],373.0
7,7,,[0.30814716 0.68341844],[0. 0.],[1. 1.],390.0
8,8,,[0.30965217 0.6837305 ],[0. 0.],[1. 1.],395.0
9,9,,[0.31191304 0.68380142],[0. 0.],[1. 1.],381.0
10,10,,[0.32172575 0.67590071],[0. 0.],[1. 1.],383.0
11,11,,[0.32111706 0.68470213],[0. 0.],[1. 1.],367.0
12,12,,[0.32159866 0.67762411],[0. 0.],[1. 1.],387.0
13,13,,[0.33765217 0.66102128],[0. 0.],[1. 1.],361.0
14,14,,[0.32297659 0.67036879],[0. 0.],[1. 1.],381.0
15,15,,[0.32285619 0.6700922 ],[0. 0.],[1. 1.],373.0
16,16,,[0.3306689  0.66205674],[0. 0.],[1. 1.],392.0
17,17,,[0.32597993 0.66997872],[0. 0.],[1. 1.],384.0
18,18,,[0.31941806 0.67335461],[0. 0.],[1. 1.],375.0
19,19,,[0.33596656 0.65576596],[0. 0.],[1. 1.],371.0
20,20,,[0.35519064 0.63766667],[0. 0.],[1. 1.],383.0
21,21,,[0.34745151 0.64085106],[0. 0.],[1. 1.],382.0
22,22,,[0.35391304 0.6412766 ],[0. 0.],[1. 1.],378.0
23,23,,[0.35230769 0.64120567],[0. 0.],[1. 1.],391.0
24,24,,[0.35109699 0.64796454],[0. 0.],[1. 1.],377.0
25,25,,[0.33297659 0.65650355],[0. 0.],[1. 1.],395.0
26,26,,[0.31735786 0.68321986],[0. 0.],[1. 1.],383.0
27,27,,[0.33609365 0.66190071],[0. 0.],[1. 1.],386.0
28,28,,[0.34983946 0.63725532],[0. 0.],[1. 1.],383.0
29,29,,[0.35965217 0.63070213],[0. 0.],[1. 1.],355.0
30,30,,[0.35811371 0.63467376],[0. 0.],[1. 1.],369.0
31,31,,[0.35226087 0.62712766],[0. 0.],[1. 1.],390.0
32,32,,[0.34456187 0.63784397],[0. 0.],[1. 1.],392.0
33,33,,[0.33601338 0.64977305],[0. 0.],[1. 1.],388.0
34,34,,[0.33919064 0.64279433],[0. 0.],[1. 1.],382.0
35,35,,[0.33103679 0.6448156 ],[0. 0.],[1. 1.],370.0
36,36,,[0.33315719 0.64726241],[0. 0.],[1. 1.],389.0
37,37,,[0.33181271 0.65344681],[0. 0.],[1. 1.],388.0
38,38,,[0.31642809 0.67012766],[0. 0.],[1. 1.],366.0
39,39,,[0.32802676 0.66403546],[0. 0.],[1. 1.],384.0
40,40,,[0.32737124 0.66304255],[0. 0.],[1. 1.],386.0
41,41,,[0.33428094 0.64421986],[0. 0.],[1. 1.],378.0
42,42,,[0.3437592 0.6372695],[0. 0.],[1. 1.],387.0
43,43,,[0.33687625 0.64411348],[0. 0.],[1. 1.],362.0
44,44,,[0.33410033 0.64346809],[0. 0.],[1. 1.],387.0
45,45,,[0.33193311 0.64609929],[0. 0.],[1. 1.],374.0
46,46,,[0.33313712 0.64468794],[0. 0.],[1. 1.],375.0
47,47,,[0.32957191 0.65221277],[0. 0.],[1. 1.],376.0
48,48,,[0.33080936 0.65019149],[0. 0.],[1. 1.],395.0
49,49,,[0.326      0.65386525],[0. 0.],[1. 1.],381.0
50,50,,[0.31647492 0.6601844 ],[0. 0.],[1. 1.],347.0
