,gen,evals,avg,min,max,nevals
0,0,500.0,[0.44584091 0.60867516],[0. 0.],[1. 1.],
1,1,,[0.46097727 0.6113758 ],[0. 0.],[1. 1.],353.0
2,2,,[0.47456818 0.6091465 ],[0. 0.],[1. 1.],382.0
3,3,,[0.48795455 0.5936051 ],[0. 0.],[1. 1.],394.0
4,4,,[0.50329545 0.57913376],[0. 0.],[1. 1.],387.0
5,5,,[0.516     0.5677707],[0. 0.],[1. 1.],385.0
6,6,,[0.5205     0.57228025],[0. 0.],[1. 1.],392.0
7,7,,[0.523      0.56816561],[0. 0.],[1. 1.],389.0
8,8,,[0.52845455 0.56100637],[0. 0.],[1. 1.],382.0
9,9,,[0.53711364 0.55694268],[0. 0.],[1. 1.],386.0
10,10,,[0.53661364 0.56672611],[0. 0.],[1. 1.],387.0
11,11,,[0.5365     0.57421656],[0. 0.],[1. 1.],377.0
12,12,,[0.53965909 0.5695414 ],[0. 0.],[1. 1.],373.0
13,13,,[0.54409091 0.56579618],[0. 0.],[1. 1.],389.0
14,14,,[0.54804545 0.57233121],[0. 0.],[1. 1.],385.0
15,15,,[0.54675    0.55880255],[0. 0.],[1. 1.],360.0
16,16,,[0.55445455 0.55596178],[0. 0.],[1. 1.],397.0
17,17,,[0.5545     0.55366879],[0. 0.],[1. 1.],389.0
18,18,,[0.55586364 0.55766879],[0. 0.],[1. 1.],363.0
19,19,,[0.55490909 0.55830573],[0. 0.],[1. 1.],396.0
20,20,,[0.55815909 0.54806369],[0. 0.],[1. 1.],398.0
21,21,,[0.56086364 0.54946497],[0. 0.],[1. 1.],388.0
22,22,,[0.55472727 0.55138854],[0. 0.],[1. 1.],369.0
23,23,,[0.55095455 0.55324841],[0. 0.],[1. 1.],381.0
24,24,,[0.56225    0.54852229],[0. 0.],[1. 1.],382.0
25,25,,[0.55152273 0.56090446],[0. 0.],[1. 1.],361.0
26,26,,[0.55490909 0.55724841],[0. 0.],[1. 1.],390.0
27,27,,[0.56040909 0.55366879],[0. 0.],[1. 1.],361.0
28,28,,[0.55538636 0.56266242],[0. 0.],[1. 1.],385.0
29,29,,[0.55711364 0.56383439],[0. 0.],[1. 1.],360.0
30,30,,[0.55702273 0.5635414 ],[0. 0.],[1. 1.],376.0
