,gen,evals,avg,min,max,nevals
0,0,500.0,[0.33989286 0.69987368],[0. 0.],[1. 1.],
1,1,,[0.36023214 0.68303158],[0. 0.],[1. 1.],393.0
2,2,,[0.383375   0.65972632],[0. 0.],[1. 1.],381.0
3,3,,[0.39785714 0.65353684],[0. 0.],[1. 1.],361.0
4,4,,[0.398375   0.65378947],[0. 0.],[1. 1.],373.0
5,5,,[0.41205357 0.64185263],[0. 0.],[1. 1.],351.0
6,6,,[0.43685714 0.62778947],[0. 0.],[1. 1.],383.0
7,7,,[0.43541071 0.62795789],[0. 0.],[1. 1.],383.0
8,8,,[0.44476786 0.622     ],[0. 0.],[1. 1.],386.0
9,9,,[0.43685714 0.62924211],[0. 0.],[1. 1.],360.0
10,10,,[0.45548214 0.60690526],[0. 0.],[1. 1.],375.0
11,11,,[0.47283929 0.59661053],[0. 0.],[1. 1.],378.0
12,12,,[0.48117857 0.59130526],[0. 0.],[1. 1.],405.0
13,13,,[0.49367857 0.57741053],[0. 0.],[1. 1.],382.0
14,14,,[0.48853571 0.57877895],[0. 0.],[1. 1.],396.0
15,15,,[0.49253571 0.57105263],[0. 0.],[1. 1.],385.0
16,16,,[0.487875   0.57332632],[0. 0.],[1. 1.],397.0
17,17,,[0.47951786 0.58096842],[0. 0.],[1. 1.],374.0
18,18,,[0.48251786 0.578     ],[0. 0.],[1. 1.],383.0
19,19,,[0.48576786 0.57391579],[0. 0.],[1. 1.],368.0
20,20,,[0.47630357 0.58065263],[0. 0.],[1. 1.],366.0
21,21,,[0.48682143 0.56797895],[0. 0.],[1. 1.],365.0
22,22,,[0.49005357 0.56846316],[0. 0.],[1. 1.],404.0
23,23,,[0.48939286 0.56802105],[0. 0.],[1. 1.],374.0
24,24,,[0.48780357 0.57256842],[0. 0.],[1. 1.],380.0
25,25,,[0.48905357 0.57025263],[0. 0.],[1. 1.],380.0
26,26,,[0.49151786 0.57071579],[0. 0.],[1. 1.],396.0
27,27,,[0.48083929 0.57898947],[0. 0.],[1. 1.],386.0
28,28,,[0.48282143 0.58572632],[0. 0.],[1. 1.],376.0
29,29,,[0.48973214 0.578     ],[0. 0.],[1. 1.],372.0
30,30,,[0.47342857 0.59002105],[0. 0.],[1. 1.],401.0
