,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.49392268 -0.1287971 ],[ 0.09885053 -0.12956646],[ 0.93724127 -0.12850903],
1,1,,[ 0.49367191 -0.1286209 ],[ 0.06275873 -0.12956594],[ 0.91805457 -0.12851654],384.0
2,2,,[ 0.49935275 -0.1285951 ],[ 0.08876138 -0.12956594],[ 0.93724127 -0.12851173],374.0
3,3,,[ 0.4982054  -0.12859549],[ 0.08327397 -0.12956594],[ 0.93724127 -0.12851173],389.0
4,4,,[ 0.49626037 -0.12859699],[ 0.08327397 -0.12956118],[ 0.93724127 -0.12851771],372.0
5,5,,[ 0.49774854 -0.12859536],[ 0.08643164 -0.12956594],[ 0.93724127 -0.12850995],383.0
6,6,,[ 0.49612496 -0.12858401],[ 0.08643164 -0.12954394],[ 0.93724127 -0.12851141],374.0
7,7,,[ 0.49491259 -0.12860054],[ 0.0567707  -0.12956594],[ 0.93724127 -0.12850903],373.0
8,8,,[ 0.49676083 -0.12859724],[ 0.08876138 -0.12956594],[ 0.93724127 -0.12850903],373.0
9,9,,[ 0.49693479 -0.12860903],[ 0.07201995 -0.12956594],[ 0.90924582 -0.12852868],375.0
10,10,,[ 0.49407197 -0.12858994],[ 0.08876138 -0.12956118],[ 0.90924582 -0.12850995],390.0
11,11,,[ 0.49203356 -0.12858994],[ 0.08194543 -0.12956594],[ 0.92670928 -0.12850903],390.0
12,12,,[ 0.48964563 -0.12859312],[ 0.08194543 -0.12951679],[ 0.91949862 -0.12850903],393.0
13,13,,[ 0.48827397 -0.12859253],[ 0.07650615 -0.12956118],[ 0.91949862 -0.12851771],370.0
14,14,,[ 0.49062892 -0.12859905],[ 0.08194543 -0.12954118],[ 0.90269942 -0.12853405],367.0
15,15,,[ 0.48722435 -0.12859849],[ 0.08194543 -0.12956594],[ 0.9250438  -0.12852868],383.0
16,16,,[ 0.48457202 -0.12859838],[ 0.0639236  -0.12956594],[ 0.92277182 -0.12850903],377.0
17,17,,[ 0.48916066 -0.12860841],[ 0.0639236  -0.12954394],[ 0.92277182 -0.12854215],369.0
18,18,,[ 0.49010996 -0.12860177],[ 0.06109325 -0.12949978],[ 0.90991008 -0.12852176],356.0
19,19,,[ 0.48795855 -0.12860637],[ 0.06109325 -0.12953461],[ 0.92715213 -0.12852176],370.0
20,20,,[ 0.49122955 -0.12859414],[ 0.08194543 -0.12951679],[ 0.92715213 -0.12850903],371.0
21,21,,[ 0.49096609 -0.12859811],[ 0.08194543 -0.12948264],[ 0.92715213 -0.12851141],404.0
22,22,,[ 0.49017381 -0.12860378],[ 0.08194543 -0.12956594],[ 0.92532299 -0.12850903],367.0
23,23,,[ 0.49333691 -0.12859529],[ 0.09452799 -0.12956118],[ 0.92532299 -0.12853569],385.0
24,24,,[ 0.49756757 -0.12859383],[ 0.09452799 -0.12954118],[ 0.92532299 -0.12851173],374.0
25,25,,[ 0.49942396 -0.1285941 ],[ 0.08238828 -0.12954394],[ 0.92166471 -0.12850903],364.0
26,26,,[ 0.48844302 -0.12859725],[ 0.07800797 -0.12954394],[ 0.92166471 -0.12851173],373.0
27,27,,[ 0.48931205 -0.12861244],[ 0.07800797 -0.12954394],[ 0.93923407 -0.12851173],392.0
28,28,,[ 0.49176231 -0.12860545],[ 0.05882126 -0.12950995],[ 0.93923407 -0.12852023],371.0
29,29,,[ 0.48947367 -0.12859641],[ 0.05882126 -0.12951679],[ 0.93923407 -0.12851173],379.0
30,30,,[ 0.4946798  -0.12859886],[ 0.07501396 -0.12954118],[ 0.93923407 -0.12852176],395.0
31,31,,[ 0.49403664 -0.12859584],[ 0.07501396 -0.12954118],[ 0.93923407 -0.12852176],385.0
32,32,,[ 0.49738524 -0.12860705],[ 0.07501396 -0.12956118],[ 0.92127    -0.12851173],374.0
33,33,,[ 0.49737761 -0.1285966 ],[ 0.07501396 -0.12956118],[ 0.93929183 -0.12851173],379.0
34,34,,[ 0.50173537 -0.12859172],[ 0.07501396 -0.12956118],[ 0.93929183 -0.12851173],372.0
35,35,,[ 0.49369987 -0.12860989],[ 0.06275873 -0.12956646],[ 0.91639871 -0.12851173],354.0
36,36,,[ 0.48875592 -0.12860622],[ 0.05910045 -0.12956646],[ 0.90325779 -0.12852176],381.0
37,37,,[ 0.49231952 -0.12861031],[ 0.07218361 -0.12956646],[ 0.90142865 -0.12853528],383.0
38,38,,[ 0.48850865 -0.12859719],[ 0.07218361 -0.12956594],[ 0.90924582 -0.12852023],382.0
39,39,,[ 0.49165104 -0.12860244],[ 0.06486705 -0.12954925],[ 0.90991008 -0.12852023],372.0
40,40,,[ 0.49145288 -0.12860664],[ 0.06486705 -0.12956646],[ 0.90991008 -0.12851173],387.0
41,41,,[ 0.48532337 -0.1286017 ],[ 0.07457112 -0.12956118],[ 0.90991008 -0.12850995],381.0
42,42,,[ 0.48277195 -0.12860122],[ 0.07457112 -0.12956646],[ 0.91013151 -0.12850903],383.0
43,43,,[ 0.48034241 -0.12860554],[ 0.05821476 -0.12956594],[ 0.91090167 -0.1285342 ],403.0
44,44,,[ 0.47975328 -0.12860353],[ 0.05821476 -0.12956594],[ 0.91090167 -0.12852023],394.0
45,45,,[ 0.480494   -0.12860318],[ 0.05560583 -0.12954394],[ 0.91090167 -0.12852023],375.0
46,46,,[ 0.4858277  -0.12860733],[ 0.06786106 -0.12951679],[ 0.91090167 -0.12852176],387.0
47,47,,[ 0.48269856 -0.12859361],[ 0.05821476 -0.12953461],[ 0.91356836 -0.12850903],385.0
48,48,,[ 0.48404594 -0.12859752],[ 0.08643164 -0.12951679],[ 0.91090167 -0.12851771],382.0
49,49,,[ 0.48783493 -0.12859941],[ 0.08194543 -0.12949978],[ 0.91090167 -0.12850903],385.0
50,50,,[ 0.49639357 -0.12861054],[ 0.08166625 -0.12956118],[ 0.93724127 -0.12853508],360.0
