,gen,evals,avg,min,max,nevals
0,0,500.0,[0.23702251 0.73887425],[0. 0.],[1. 1.],
1,1,,[0.2506881  0.72750898],[0. 0.],[1. 1.],396.0
2,2,,[0.24998071 0.72356886],[0. 0.],[1. 1.],375.0
3,3,,[0.26902251 0.72628743],[0. 0.],[1. 1.],387.0
4,4,,[0.26560129 0.72401198],[0. 0.],[1. 1.],375.0
5,5,,[0.27245016 0.72087425],[0. 0.],[1. 1.],391.0
6,6,,[0.28133119 0.71325749],[0. 0.],[1. 1.],372.0
7,7,,[0.28785852 0.69423952],[0. 0.],[1. 1.],375.0
8,8,,[0.30066238 0.68819162],[0. 0.],[1. 1.],361.0
9,9,,[0.32412219 0.66392814],[0. 0.],[1. 1.],381.0
10,10,,[0.30379421 0.67791617],[0. 0.],[1. 1.],402.0
11,11,,[0.31428939 0.67227545],[0. 0.],[1. 1.],386.0
12,12,,[0.32005788 0.66445509],[0. 0.],[1. 1.],348.0
13,13,,[0.3371254  0.65840719],[0. 0.],[1. 1.],357.0
14,14,,[0.35075884 0.65014371],[0. 0.],[1. 1.],391.0
15,15,,[0.34576206 0.65226347],[0. 0.],[1. 1.],379.0
16,16,,[0.33518328 0.66633533],[0. 0.],[1. 1.],382.0
17,17,,[0.35194212 0.65322156],[0. 0.],[1. 1.],377.0
18,18,,[0.36109325 0.6548982 ],[0. 0.],[1. 1.],398.0
19,19,,[0.36231511 0.66190419],[0. 0.],[1. 1.],366.0
20,20,,[0.36623151 0.6545988 ],[0. 0.],[1. 1.],373.0
21,21,,[0.35798071 0.65658683],[0. 0.],[1. 1.],403.0
22,22,,[0.36500965 0.6479521 ],[0. 0.],[1. 1.],375.0
23,23,,[0.35151125 0.6500479 ],[0. 0.],[1. 1.],383.0
24,24,,[0.34300322 0.6551497 ],[0. 0.],[1. 1.],348.0
25,25,,[0.334791   0.65676647],[0. 0.],[1. 1.],379.0
26,26,,[0.34748553 0.65231138],[0. 0.],[1. 1.],388.0
27,27,,[0.3418328  0.66098204],[0. 0.],[1. 1.],377.0
28,28,,[0.33127974 0.6594012 ],[0. 0.],[1. 1.],362.0
29,29,,[0.33388424 0.66253892],[0. 0.],[1. 1.],377.0
30,30,,[0.31296463 0.66926946],[0. 0.],[1. 1.],392.0
31,31,,[0.31113826 0.66492216],[0. 0.],[1. 1.],381.0
32,32,,[0.32210932 0.65332934],[0. 0.],[1. 1.],395.0
33,33,,[0.31905466 0.66508982],[0. 0.],[1. 1.],382.0
34,34,,[0.32095177 0.66364072],[0. 0.],[1. 1.],388.0
35,35,,[0.30289389 0.6742515 ],[0. 0.],[1. 1.],388.0
36,36,,[0.302      0.67784431],[0. 0.],[1. 1.],375.0
37,37,,[0.30735691 0.66998802],[0. 0.],[1. 1.],392.0
38,38,,[0.30822508 0.67051497],[0. 0.],[1. 1.],380.0
39,39,,[0.32181994 0.66873054],[0. 0.],[1. 1.],390.0
40,40,,[0.31657235 0.67037126],[0. 0.],[1. 1.],377.0
41,41,,[0.31351768 0.66358084],[0. 0.],[1. 1.],380.0
42,42,,[0.30596785 0.66301796],[0. 0.],[1. 1.],380.0
43,43,,[0.31093891 0.66549701],[0. 0.],[1. 1.],379.0
44,44,,[0.30913826 0.67334132],[0. 0.],[1. 1.],391.0
45,45,,[0.31244373 0.67650299],[0. 0.],[1. 1.],363.0
46,46,,[0.3106881  0.66857485],[0. 0.],[1. 1.],393.0
47,47,,[0.3143537  0.65713772],[0. 0.],[1. 1.],377.0
48,48,,[0.31674598 0.65865868],[0. 0.],[1. 1.],364.0
49,49,,[0.32093891 0.6519521 ],[0. 0.],[1. 1.],380.0
50,50,,[0.32677814 0.65201198],[0. 0.],[1. 1.],385.0
