,gen,evals,avg,min,max,nevals
0,0,500.0,[0.30921429 0.72522105],[0. 0.],[1. 1.],
1,1,,[0.34260714 0.69578947],[0. 0.],[1. 1.],356.0
2,2,,[0.363875   0.67389474],[0. 0.],[1. 1.],381.0
3,3,,[0.391375   0.65185263],[0. 0.],[1. 1.],398.0
4,4,,[0.40455357 0.64275789],[0. 0.],[1. 1.],389.0
5,5,,[0.40758929 0.6332    ],[0. 0.],[1. 1.],370.0
6,6,,[0.42498214 0.61938947],[0. 0.],[1. 1.],392.0
7,7,,[0.41657143 0.63176842],[0. 0.],[1. 1.],372.0
8,8,,[0.42221429 0.62412632],[0. 0.],[1. 1.],367.0
9,9,,[0.44471429 0.61002105],[0. 0.],[1. 1.],377.0
10,10,,[0.44926786 0.60195789],[0. 0.],[1. 1.],375.0
11,11,,[0.45891071 0.58957895],[0. 0.],[1. 1.],372.0
12,12,,[0.46494643 0.58517895],[0. 0.],[1. 1.],375.0
13,13,,[0.47003571 0.57983158],[0. 0.],[1. 1.],373.0
14,14,,[0.48117857 0.57768421],[0. 0.],[1. 1.],372.0
15,15,,[0.49469643 0.56791579],[0. 0.],[1. 1.],379.0
16,16,,[0.48651786 0.57425263],[0. 0.],[1. 1.],367.0
17,17,,[0.48226786 0.57802105],[0. 0.],[1. 1.],374.0
18,18,,[0.482      0.57928421],[0. 0.],[1. 1.],389.0
19,19,,[0.49833929 0.56376842],[0. 0.],[1. 1.],383.0
20,20,,[0.50653571 0.55037895],[0. 0.],[1. 1.],385.0
21,21,,[0.50782143 0.5472    ],[0. 0.],[1. 1.],374.0
22,22,,[0.50546429 0.55362105],[0. 0.],[1. 1.],384.0
23,23,,[0.509125   0.54728421],[0. 0.],[1. 1.],371.0
24,24,,[0.50217857 0.55515789],[0. 0.],[1. 1.],366.0
25,25,,[0.50148214 0.55482105],[0. 0.],[1. 1.],384.0
26,26,,[0.48769643 0.56783158],[0. 0.],[1. 1.],370.0
27,27,,[0.48733929 0.57033684],[0. 0.],[1. 1.],385.0
28,28,,[0.50914286 0.544     ],[0. 0.],[1. 1.],379.0
29,29,,[0.50926786 0.55145263],[0. 0.],[1. 1.],386.0
30,30,,[0.51898214 0.54233684],[0. 0.],[1. 1.],366.0
31,31,,[0.52866071 0.53536842],[0. 0.],[1. 1.],385.0
32,32,,[0.53557143 0.53467368],[0. 0.],[1. 1.],376.0
33,33,,[0.51276786 0.55488421],[0. 0.],[1. 1.],365.0
34,34,,[0.5005     0.56501053],[0. 0.],[1. 1.],371.0
35,35,,[0.50348214 0.56298947],[0. 0.],[1. 1.],392.0
36,36,,[0.50051786 0.56865263],[0. 0.],[1. 1.],380.0
37,37,,[0.49478571 0.57496842],[0. 0.],[1. 1.],379.0
38,38,,[0.49405357 0.57324211],[0. 0.],[1. 1.],373.0
39,39,,[0.4955     0.57061053],[0. 0.],[1. 1.],392.0
40,40,,[0.48130357 0.58412632],[0. 0.],[1. 1.],369.0
41,41,,[0.47339286 0.59176842],[0. 0.],[1. 1.],378.0
42,42,,[0.46648214 0.60389474],[0. 0.],[1. 1.],386.0
43,43,,[0.47553571 0.59376842],[0. 0.],[1. 1.],396.0
44,44,,[0.46823214 0.60418947],[0. 0.],[1. 1.],390.0
45,45,,[0.47767857 0.58894737],[0. 0.],[1. 1.],375.0
46,46,,[0.48203571 0.586     ],[0. 0.],[1. 1.],381.0
47,47,,[0.48116071 0.58572632],[0. 0.],[1. 1.],382.0
48,48,,[0.485625   0.58389474],[0. 0.],[1. 1.],378.0
49,49,,[0.48221429 0.58526316],[0. 0.],[1. 1.],384.0
50,50,,[0.48551786 0.57833684],[0. 0.],[1. 1.],369.0
