,gen,nevals
0,1,500
1,2,377
2,3,373
3,4,382
4,5,398
5,6,398
6,7,395
7,8,385
8,9,364
9,10,376
10,11,386
11,12,388
12,13,383
13,14,383
14,15,387
15,16,363
16,17,391
17,18,389
18,19,374
19,20,368
20,21,375
21,22,388
22,23,358
23,24,374
24,25,378
25,26,386
26,27,379
27,28,387
28,29,367
29,30,367
30,31,383
31,32,370
32,33,397
33,34,394
34,35,388
35,36,385
36,37,380
37,38,378
38,39,365
39,40,389
40,41,381
41,42,377
42,43,356
43,44,375
44,45,394
45,46,389
46,47,367
47,48,361
48,49,375
49,50,409
