,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.49769082 -0.00104281],[ 0.2705314  -0.00113765],[ 0.76811594 -0.00092154],
1,1,,[ 0.49953623 -0.00103548],[ 0.2705314  -0.00113765],[ 0.75845411 -0.00092154],351.0
2,2,,[ 0.50237681 -0.00103393],[ 0.23188406 -0.00113765],[ 0.75845411 -0.0009589 ],388.0
3,3,,[ 0.50657005 -0.00103343],[ 0.23188406 -0.00113765],[ 0.75845411 -0.00097   ],369.0
4,4,,[ 0.51142029 -0.00103288],[ 0.25603865 -0.00112974],[ 0.75845411 -0.00092154],370.0
5,5,,[ 0.51088889 -0.00103288],[ 0.25603865 -0.00110317],[ 0.75362319 -0.00092154],392.0
6,6,,[ 0.50834783 -0.00103314],[ 0.24154589 -0.00111598],[ 0.75845411 -0.00098347],400.0
7,7,,[ 0.51457005 -0.00103281],[ 0.25120773 -0.00112208],[ 0.75845411 -0.00094551],388.0
8,8,,[ 0.51764251 -0.00103361],[ 0.25603865 -0.00112974],[ 0.75845411 -0.00094551],364.0
9,9,,[ 0.51710145 -0.0010339 ],[ 0.22705314 -0.00110715],[ 0.75845411 -0.0009589 ],378.0
10,10,,[ 0.51552657 -0.00103363],[ 0.26086957 -0.00111742],[ 0.75362319 -0.0009589 ],389.0
11,11,,[ 0.52170048 -0.00103378],[ 0.28019324 -0.00110715],[ 0.75362319 -0.0009589 ],358.0
12,12,,[ 0.52090821 -0.00103294],[ 0.25120773 -0.00109039],[ 0.75362319 -0.00097082],385.0
13,13,,[ 0.52215459 -0.00103329],[ 0.25120773 -0.00111178],[ 0.75362319 -0.00096924],352.0
14,14,,[ 0.52115942 -0.0010329 ],[ 0.26086957 -0.00110715],[ 0.76328502 -0.00097082],387.0
15,15,,[ 0.5192657  -0.00103331],[ 0.24637681 -0.00112974],[ 0.76328502 -0.0009589 ],392.0
16,16,,[ 0.52228986 -0.00103327],[ 0.23671498 -0.00112307],[ 0.75362319 -0.0009589 ],379.0
17,17,,[ 0.52494686 -0.00103403],[ 0.23671498 -0.00113765],[ 0.79227053 -0.00097943],369.0
18,18,,[ 0.52720773 -0.00103341],[ 0.23671498 -0.00110558],[ 0.79227053 -0.00096924],397.0
19,19,,[ 0.52796135 -0.00103443],[ 0.25603865 -0.00112974],[ 0.79227053 -0.00097   ],380.0
20,20,,[ 0.52369082 -0.00103438],[ 0.23188406 -0.00112974],[ 0.75845411 -0.0009589 ],373.0
21,21,,[ 0.52409662 -0.00103328],[ 0.23188406 -0.00112974],[ 0.77777778 -0.00097943],369.0
22,22,,[ 0.52370048 -0.00103354],[ 0.25120773 -0.00112974],[ 0.76811594 -0.00099982],382.0
23,23,,[ 0.52828019 -0.00103392],[ 0.26086957 -0.00111178],[ 0.79227053 -0.00098167],383.0
24,24,,[ 0.52847343 -0.00103388],[ 0.26086957 -0.00109809],[ 0.79227053 -0.00098219],366.0
25,25,,[ 0.53072464 -0.00103302],[ 0.26086957 -0.00112902],[ 0.76811594 -0.00098167],390.0
26,26,,[ 0.53017391 -0.00103283],[ 0.26086957 -0.00111598],[ 0.75362319 -0.00092154],400.0
27,27,,[ 0.52947826 -0.00103332],[ 0.26086957 -0.00110558],[ 0.75362319 -0.00092154],389.0
28,28,,[ 0.52859903 -0.00103334],[ 0.28502415 -0.00112902],[ 0.75362319 -0.00097082],376.0
29,29,,[ 0.52996135 -0.00103433],[ 0.25120773 -0.00112902],[ 0.77777778 -0.00098316],391.0
30,30,,[ 0.53150725 -0.00103348],[ 0.28985507 -0.00112902],[ 0.77777778 -0.00097943],381.0
31,31,,[ 0.53590338 -0.0010338 ],[ 0.23188406 -0.00111598],[ 0.77777778 -0.00094551],386.0
32,32,,[ 0.53274396 -0.00103448],[ 0.28985507 -0.00110947],[ 0.79227053 -0.00097418],381.0
33,33,,[ 0.52866667 -0.00103345],[ 0.28985507 -0.00110531],[ 0.79227053 -0.0009589 ],386.0
34,34,,[ 0.52852174 -0.00103277],[ 0.26570048 -0.00112974],[ 0.79227053 -0.00094551],384.0
35,35,,[ 0.5304058  -0.00103314],[ 0.26570048 -0.00110851],[ 0.79227053 -0.0009589 ],397.0
36,36,,[ 0.53349758 -0.00103377],[ 0.28019324 -0.00112208],[ 0.79227053 -0.00096924],373.0
37,37,,[ 0.53072464 -0.0010342 ],[ 0.26086957 -0.00112974],[ 0.79227053 -0.00092154],383.0
38,38,,[ 0.53150725 -0.00103493],[ 0.26086957 -0.00112974],[ 0.77294686 -0.00097943],390.0
39,39,,[ 0.53132367 -0.00103398],[ 0.26086957 -0.00110715],[ 0.77294686 -0.00097   ],382.0
40,40,,[ 0.52866667 -0.00103324],[ 0.22705314 -0.00110715],[ 0.7826087  -0.00092154],394.0
41,41,,[ 0.52944928 -0.00103411],[ 0.22705314 -0.00112974],[ 0.77777778 -0.00097   ],390.0
42,42,,[ 0.5318744 -0.0010338],[ 0.23188406 -0.00112974],[ 0.7826087  -0.00098132],377.0
43,43,,[ 0.53351691 -0.00103375],[ 0.26086957 -0.00112307],[ 0.7826087  -0.00098264],380.0
44,44,,[ 0.53277295 -0.00103357],[ 0.23671498 -0.00112307],[ 0.7826087  -0.00097403],374.0
45,45,,[ 0.53163285 -0.00103326],[ 0.23671498 -0.00112208],[ 0.79710145 -0.00094551],378.0
46,46,,[ 0.53162319 -0.0010342 ],[ 0.23671498 -0.00110558],[ 0.80193237 -0.00094551],370.0
47,47,,[ 0.53285024 -0.00103426],[ 0.25120773 -0.00111742],[ 0.79227053 -0.00097082],379.0
48,48,,[ 0.5324058  -0.00103374],[ 0.25120773 -0.00112902],[ 0.79227053 -0.00096924],380.0
49,49,,[ 0.53116908 -0.00103307],[ 0.28019324 -0.00110317],[ 0.79227053 -0.00098132],388.0
50,50,,[ 0.5298744  -0.00103328],[ 0.26086957 -0.00110851],[ 0.79227053 -0.00098229],377.0
