,gen,nevals
0,1,500
1,2,369
2,3,350
3,4,351
4,5,383
5,6,382
6,7,390
7,8,371
8,9,391
9,10,389
10,11,360
11,12,373
12,13,402
13,14,374
14,15,367
15,16,382
16,17,399
17,18,392
18,19,355
19,20,368
20,21,386
21,22,397
22,23,377
23,24,361
24,25,369
25,26,387
26,27,375
27,28,386
28,29,371
29,30,383
30,31,400
31,32,371
32,33,402
33,34,361
34,35,383
35,36,367
36,37,386
37,38,369
38,39,387
39,40,370
40,41,384
41,42,378
42,43,389
43,44,372
44,45,386
45,46,380
46,47,384
47,48,382
48,49,379
49,50,369
