,gen,evals,avg,min,max,nevals
0,0,500.0,[ 5.00357488e-01 -1.39419896e-05],[ 2.22222222e-01 -1.42260317e-05],[ 7.48792271e-01 -1.39141227e-05],
1,1,,[ 4.94154589e-01 -1.39546305e-05],[ 2.22222222e-01 -1.41453690e-05],[ 7.24637681e-01 -1.39141227e-05],371.0
2,2,,[ 4.89642512e-01 -1.39579412e-05],[ 2.22222222e-01 -1.41453690e-05],[ 7.24637681e-01 -1.39141366e-05],381.0
3,3,,[ 4.84966184e-01 -1.39602742e-05],[ 2.22222222e-01 -1.41547931e-05],[ 7.43961353e-01 -1.39141227e-05],359.0
4,4,,[ 4.79169082e-01 -1.39585808e-05],[ 2.22222222e-01 -1.41270853e-05],[ 7.43961353e-01 -1.39141366e-05],393.0
5,5,,[ 4.79777778e-01 -1.39600266e-05],[ 2.22222222e-01 -1.41453690e-05],[ 7.43961353e-01 -1.39141366e-05],377.0
6,6,,[ 4.80038647e-01 -1.39597057e-05],[ 2.22222222e-01 -1.41629709e-05],[ 7.43961353e-01 -1.39141366e-05],375.0
7,7,,[ 4.79082126e-01 -1.39592993e-05],[ 2.22222222e-01 -1.41182258e-05],[ 7.29468599e-01 -1.39143387e-05],391.0
8,8,,[ 4.75922705e-01 -1.39580679e-05],[ 2.22222222e-01 -1.41439902e-05],[ 7.29468599e-01 -1.39143387e-05],379.0
9,9,,[ 4.74995169e-01 -1.39579592e-05],[ 2.22222222e-01 -1.41439902e-05],[ 7.29468599e-01 -1.39141366e-05],371.0
10,10,,[ 4.71381643e-01 -1.39581513e-05],[ 2.22222222e-01 -1.41182258e-05],[ 7.24637681e-01 -1.39153076e-05],384.0
11,11,,[ 4.70927536e-01 -1.39581272e-05],[ 2.22222222e-01 -1.41629709e-05],[ 7.24637681e-01 -1.39181725e-05],375.0
12,12,,[ 4.71400966e-01 -1.39584127e-05],[ 2.22222222e-01 -1.41082871e-05],[ 7.24637681e-01 -1.39141227e-05],389.0
13,13,,[ 4.67526570e-01 -1.39604607e-05],[ 2.22222222e-01 -1.42260317e-05],[ 7.29468599e-01 -1.39142970e-05],368.0
14,14,,[ 4.68260870e-01 -1.39582848e-05],[ 2.22222222e-01 -1.41010714e-05],[ 7.29468599e-01 -1.39141366e-05],384.0
15,15,,[ 4.67971014e-01 -1.39586310e-05],[ 2.22222222e-01 -1.42260317e-05],[ 7.29468599e-01 -1.39141227e-05],369.0
16,16,,[ 4.72492754e-01 -1.39610016e-05],[ 2.22222222e-01 -1.42260317e-05],[ 7.34299517e-01 -1.39141227e-05],389.0
17,17,,[ 4.72531401e-01 -1.39606193e-05],[ 2.22222222e-01 -1.42260317e-05],[ 7.63285024e-01 -1.39142970e-05],373.0
18,18,,[ 4.74251208e-01 -1.39585483e-05],[ 2.22222222e-01 -1.41453690e-05],[ 7.63285024e-01 -1.39152101e-05],372.0
19,19,,[ 4.73893720e-01 -1.39587716e-05],[ 2.22222222e-01 -1.42260317e-05],[ 7.63285024e-01 -1.39141227e-05],381.0
20,20,,[ 4.74879227e-01 -1.39577218e-05],[ 2.17391304e-01 -1.42260317e-05],[ 7.63285024e-01 -1.39141227e-05],371.0
21,21,,[ 4.74299517e-01 -1.39591627e-05],[ 2.17391304e-01 -1.41547931e-05],[ 7.63285024e-01 -1.39141227e-05],367.0
22,22,,[ 4.70743961e-01 -1.39600579e-05],[ 2.17391304e-01 -1.42260317e-05],[ 7.63285024e-01 -1.39141227e-05],382.0
23,23,,[ 4.71526570e-01 -1.39568909e-05],[ 2.17391304e-01 -1.40767513e-05],[ 7.63285024e-01 -1.39141227e-05],372.0
24,24,,[ 4.70521739e-01 -1.39576417e-05],[ 2.17391304e-01 -1.41182258e-05],[ 7.63285024e-01 -1.39141227e-05],356.0
25,25,,[ 4.71140097e-01 -1.39597753e-05],[ 2.22222222e-01 -1.41182258e-05],[ 7.63285024e-01 -1.39141366e-05],376.0
26,26,,[ 4.70473430e-01 -1.39584241e-05],[ 2.27053140e-01 -1.41629709e-05],[ 7.48792271e-01 -1.39143387e-05],371.0
27,27,,[ 4.66077295e-01 -1.39598047e-05],[ 2.27053140e-01 -1.42260317e-05],[ 7.43961353e-01 -1.39142970e-05],375.0
28,28,,[ 4.68019324e-01 -1.39585929e-05],[ 2.27053140e-01 -1.41439902e-05],[ 7.43961353e-01 -1.39143387e-05],395.0
29,29,,[ 4.65574879e-01 -1.39573907e-05],[ 2.46376812e-01 -1.41270853e-05],[ 7.43961353e-01 -1.39141227e-05],364.0
30,30,,[ 4.64028986e-01 -1.39597839e-05],[ 2.36714976e-01 -1.41270853e-05],[ 7.43961353e-01 -1.39152101e-05],392.0
31,31,,[ 4.63053140e-01 -1.39580955e-05],[ 2.36714976e-01 -1.41270853e-05],[ 7.43961353e-01 -1.39141227e-05],377.0
32,32,,[ 4.65400966e-01 -1.39578889e-05],[ 2.46376812e-01 -1.41453690e-05],[ 7.43961353e-01 -1.39141227e-05],363.0
33,33,,[ 4.65207729e-01 -1.39586270e-05],[ 2.46376812e-01 -1.42260317e-05],[ 7.24637681e-01 -1.39142970e-05],371.0
34,34,,[ 4.66357488e-01 -1.39585304e-05],[ 2.22222222e-01 -1.41182258e-05],[ 7.24637681e-01 -1.39143387e-05],381.0
35,35,,[ 4.63120773e-01 -1.39583860e-05],[ 2.17391304e-01 -1.41629709e-05],[ 7.24637681e-01 -1.39143387e-05],386.0
36,36,,[ 4.67033816e-01 -1.39584411e-05],[ 2.17391304e-01 -1.41182258e-05],[ 7.24637681e-01 -1.39170293e-05],376.0
37,37,,[ 4.68193237e-01 -1.39600701e-05],[ 2.07729469e-01 -1.42260317e-05],[ 7.24637681e-01 -1.39142970e-05],384.0
38,38,,[ 4.69797101e-01 -1.39595011e-05],[ 2.17391304e-01 -1.41547931e-05],[ 7.29468599e-01 -1.39141227e-05],374.0
39,39,,[ 4.65990338e-01 -1.39587239e-05],[ 2.65700483e-01 -1.41182258e-05],[ 7.29468599e-01 -1.39141227e-05],409.0
40,40,,[ 4.64859903e-01 -1.39604431e-05],[ 2.65700483e-01 -1.41182258e-05],[ 7.29468599e-01 -1.39141227e-05],377.0
41,41,,[ 4.64376812e-01 -1.39579076e-05],[ 2.65700483e-01 -1.41453690e-05],[ 7.24637681e-01 -1.39141227e-05],383.0
42,42,,[ 4.66724638e-01 -1.39593252e-05],[ 2.65700483e-01 -1.41182258e-05],[ 7.24637681e-01 -1.39141227e-05],376.0
43,43,,[ 4.67352657e-01 -1.39586913e-05],[ 2.51207729e-01 -1.41182258e-05],[ 7.19806763e-01 -1.39141366e-05],380.0
44,44,,[ 4.63893720e-01 -1.39593886e-05],[ 2.22222222e-01 -1.41453690e-05],[ 7.19806763e-01 -1.39142970e-05],390.0
45,45,,[ 4.66338164e-01 -1.39594159e-05],[ 2.36714976e-01 -1.42260317e-05],[ 7.58454106e-01 -1.39141366e-05],347.0
46,46,,[ 4.67681159e-01 -1.39602434e-05],[ 2.65700483e-01 -1.42260317e-05],[ 7.43961353e-01 -1.39141366e-05],375.0
47,47,,[ 4.68492754e-01 -1.39580538e-05],[ 2.60869565e-01 -1.41547931e-05],[ 7.43961353e-01 -1.39141366e-05],387.0
48,48,,[ 4.69275362e-01 -1.39605641e-05],[ 2.60869565e-01 -1.42260317e-05],[ 7.43961353e-01 -1.39141227e-05],359.0
49,49,,[ 4.69285024e-01 -1.39593455e-05],[ 2.60869565e-01 -1.42260317e-05],[ 7.43961353e-01 -1.39141227e-05],373.0
50,50,,[ 4.69352657e-01 -1.39589616e-05],[ 2.65700483e-01 -1.41547931e-05],[ 7.43961353e-01 -1.39141366e-05],390.0
