,gen,nevals
0,1,500
1,2,380
2,3,371
3,4,388
4,5,381
5,6,387
6,7,402
7,8,366
8,9,380
9,10,376
10,11,383
11,12,362
12,13,402
13,14,391
14,15,394
15,16,397
16,17,359
17,18,380
18,19,366
19,20,386
20,21,376
21,22,412
22,23,382
23,24,370
24,25,366
25,26,390
26,27,407
27,28,388
28,29,373
29,30,385
30,31,370
31,32,380
32,33,378
33,34,373
34,35,348
35,36,364
36,37,386
37,38,361
38,39,363
39,40,386
40,41,360
41,42,378
42,43,363
43,44,366
44,45,383
45,46,394
46,47,378
47,48,348
48,49,361
49,50,379
