,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.52851571 -0.02359344],[ 0.20298929 -0.02379397],[ 0.86606109 -0.0234622 ],
1,1,,[ 0.53787406 -0.02359622],[ 0.20298929 -0.02379385],[ 0.85650695 -0.02348156],392.0
2,2,,[ 0.54281044 -0.02359295],[ 0.21616242 -0.02379385],[ 0.856326   -0.02348064],384.0
3,3,,[ 0.55112992 -0.02359531],[ 0.21616242 -0.02377646],[ 0.856326   -0.02349585],379.0
4,4,,[ 0.55319839 -0.02359478],[ 0.21616242 -0.02379397],[ 0.856326   -0.02348907],381.0
5,5,,[ 0.55625326 -0.02359404],[ 0.2327736  -0.02379385],[ 0.856326   -0.02348064],369.0
6,6,,[ 0.55921157 -0.02359121],[ 0.2327736  -0.02375836],[ 0.856326   -0.02346532],384.0
7,7,,[ 0.56351042 -0.02359137],[ 0.2327736 -0.0237836],[ 0.856326   -0.02346532],377.0
8,8,,[ 0.5671905  -0.02359467],[ 0.29266792 -0.02379397],[ 0.856326   -0.02346532],389.0
9,9,,[ 0.56822431 -0.02359461],[ 0.30971338 -0.02379397],[ 0.856326   -0.02348064],388.0
10,10,,[ 0.57157875 -0.02359355],[ 0.32762739 -0.0237825 ],[ 0.856326   -0.02348158],362.0
11,11,,[ 0.57419    -0.02359299],[ 0.32661407 -0.02379397],[ 0.856326  -0.0234622],370.0
12,12,,[ 0.57785575 -0.02359267],[ 0.32762739 -0.0237825 ],[ 0.84564997 -0.02347985],355.0
13,13,,[ 0.57548733 -0.02359485],[ 0.2456934 -0.0237825],[ 0.84564997 -0.02348367],384.0
14,14,,[ 0.57820331 -0.02359344],[ 0.2456934 -0.0237836],[ 0.84858135 -0.02348156],376.0
15,15,,[ 0.57814599 -0.02359389],[ 0.27659959 -0.02379185],[ 0.84858135 -0.02346532],362.0
16,16,,[ 0.57656739 -0.02359175],[ 0.30309062 -0.02372383],[ 0.84858135 -0.02346532],381.0
17,17,,[ 0.57408331 -0.02359269],[ 0.32411697 -0.02372168],[ 0.84858135 -0.02347985],392.0
18,18,,[ 0.57249891 -0.02359311],[ 0.28047192 -0.02372565],[ 0.84496236 -0.02348064],381.0
19,19,,[ 0.5743454  -0.02359351],[ 0.32556456 -0.02375836],[ 0.84564997 -0.02348527],379.0
20,20,,[ 0.57305617 -0.0235958 ],[ 0.17432687 -0.02379185],[ 0.85133179 -0.02348064],356.0
