,gen,evals,avg,min,max,nevals
0,0,500.0,[0.24284281 0.74804255],[0. 0.],[1. 1.],
1,1,,[0.24741137 0.74012766],[0. 0.],[1. 1.],366.0
2,2,,[0.24816722 0.75152482],[0. 0.],[1. 1.],387.0
3,3,,[0.26610033 0.73866667],[0. 0.],[1. 1.],375.0
4,4,,[0.27008696 0.72734043],[0. 0.],[1. 1.],363.0
5,5,,[0.27318395 0.71778723],[0. 0.],[1. 1.],380.0
6,6,,[0.29389967 0.69595745],[0. 0.],[1. 1.],380.0
7,7,,[0.31365217 0.67242553],[0. 0.],[1. 1.],386.0
8,8,,[0.31868227 0.66758865],[0. 0.],[1. 1.],375.0
9,9,,[0.3107291  0.68938298],[0. 0.],[1. 1.],390.0
10,10,,[0.30479599 0.68740426],[0. 0.],[1. 1.],393.0
11,11,,[0.3018796  0.69078723],[0. 0.],[1. 1.],381.0
12,12,,[0.3129699  0.67716312],[0. 0.],[1. 1.],361.0
13,13,,[0.30891639 0.67860284],[0. 0.],[1. 1.],386.0
14,14,,[0.32106355 0.67165248],[0. 0.],[1. 1.],391.0
15,15,,[0.31494314 0.67143972],[0. 0.],[1. 1.],361.0
16,16,,[0.32458863 0.67021277],[0. 0.],[1. 1.],383.0
17,17,,[0.3302408  0.67233333],[0. 0.],[1. 1.],372.0
18,18,,[0.33264214 0.65767376],[0. 0.],[1. 1.],382.0
19,19,,[0.3181204  0.68144681],[0. 0.],[1. 1.],364.0
20,20,,[0.32136455 0.67251773],[0. 0.],[1. 1.],384.0
21,21,,[0.3344214  0.66135461],[0. 0.],[1. 1.],370.0
22,22,,[0.34321739 0.65014894],[0. 0.],[1. 1.],379.0
23,23,,[0.3441806  0.64916312],[0. 0.],[1. 1.],380.0
24,24,,[0.33494983 0.65800709],[0. 0.],[1. 1.],400.0
25,25,,[0.34822742 0.64422695],[0. 0.],[1. 1.],389.0
26,26,,[0.34982609 0.64439716],[0. 0.],[1. 1.],383.0
27,27,,[0.3581806 0.6427305],[0. 0.],[1. 1.],401.0
28,28,,[0.36487625 0.63698582],[0. 0.],[1. 1.],365.0
29,29,,[0.36125753 0.63612057],[0. 0.],[1. 1.],371.0
30,30,,[0.34484281 0.64731915],[0. 0.],[1. 1.],385.0
