,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.40501255 -0.3145814 ],[ 0.07322176 -0.33348845],[ 0.92468619 -0.29408027],
1,1,,[ 0.40754393 -0.3110095 ],[ 0.07949791 -0.32991882],[ 0.93305439 -0.29408027],381.0
2,2,,[ 0.41414226 -0.31027004],[ 0.07322176 -0.32886666],[ 0.92050209 -0.30213522],375.0
3,3,,[ 0.41853556 -0.31011005],[ 0.07322176 -0.32886666],[ 0.92050209 -0.30027834],387.0
4,4,,[ 0.42787029 -0.30984044],[ 0.07322176 -0.33036835],[ 0.92050209 -0.29467515],396.0
5,5,,[ 0.43665272 -0.30991971],[ 0.07322176 -0.33036835],[ 0.92468619 -0.29493342],369.0
6,6,,[ 0.43409623 -0.31017607],[ 0.06694561 -0.32991882],[ 0.92468619 -0.29493342],376.0
7,7,,[ 0.44007113 -0.31038361],[ 0.06276151 -0.3320959 ],[ 0.92050209 -0.2970568 ],386.0
8,8,,[ 0.44248954 -0.31027213],[ 0.06276151 -0.3285795 ],[ 0.92050209 -0.2970568 ],367.0
9,9,,[ 0.43538912 -0.31012814],[ 0.06276151 -0.32774663],[ 0.93514644 -0.29968306],376.0
10,10,,[ 0.4480795  -0.30992884],[ 0.07322176 -0.32913864],[ 0.93514644 -0.2970568 ],393.0
11,11,,[ 0.44313808 -0.31005283],[ 0.07531381 -0.3320959 ],[ 0.92050209 -0.2970568 ],372.0
12,12,,[ 0.43379079 -0.31041996],[ 0.07949791 -0.33036835],[ 0.93933054 -0.30067208],390.0
13,13,,[ 0.43333891 -0.31051219],[ 0.05230126 -0.32734837],[ 0.93933054 -0.29908356],384.0
14,14,,[ 0.43769456 -0.31033031],[ 0.05020921 -0.3320959 ],[ 0.92887029 -0.2977689 ],408.0
15,15,,[ 0.43878243 -0.31006704],[ 0.07112971 -0.3324222 ],[ 0.89748954 -0.30057522],394.0
16,16,,[ 0.43776569 -0.31016146],[ 0.07112971 -0.33348845],[ 0.89748954 -0.29467515],375.0
17,17,,[ 0.43911297 -0.30989968],[ 0.04393305 -0.3324222 ],[ 0.91631799 -0.29408027],399.0
18,18,,[ 0.43834728 -0.31029372],[ 0.04393305 -0.3320959 ],[ 0.93933054 -0.29467515],381.0
19,19,,[ 0.43027615 -0.3102288 ],[ 0.06694561 -0.32913864],[ 0.91213389 -0.2977689 ],385.0
20,20,,[ 0.42607531 -0.31003841],[ 0.06694561 -0.32886666],[ 0.88702929 -0.2970568 ],379.0
21,21,,[ 0.42691213 -0.31018461],[ 0.04811715 -0.32863785],[ 0.92468619 -0.2977689 ],378.0
22,22,,[ 0.43594979 -0.31007968],[ 0.06066946 -0.33203117],[ 0.92468619 -0.29408027],395.0
23,23,,[ 0.43537238 -0.30992783],[ 0.06066946 -0.32727101],[ 0.90794979 -0.29493342],399.0
24,24,,[ 0.43445607 -0.30995808],[ 0.06276151 -0.32556463],[ 0.90585774 -0.29467515],369.0
25,25,,[ 0.42739331 -0.31020496],[ 0.06276151 -0.32863785],[ 0.93514644 -0.29515362],377.0
26,26,,[ 0.43299163 -0.31007665],[ 0.06276151 -0.33036835],[ 0.93514644 -0.29515362],371.0
27,27,,[ 0.43422176 -0.3102837 ],[ 0.06276151 -0.3320959 ],[ 0.93514644 -0.30358896],379.0
28,28,,[ 0.43461088 -0.31023542],[ 0.06276151 -0.3324222 ],[ 0.93514644 -0.29408027],380.0
29,29,,[ 0.44083264 -0.31073255],[ 0.06276151 -0.3324222 ],[ 0.93514644 -0.30078521],361.0
30,30,,[ 0.44165272 -0.31014989],[ 0.06276151 -0.33348845],[ 0.93514644 -0.29968306],371.0
31,31,,[ 0.44484519 -0.31028556],[ 0.07112971 -0.33093357],[ 0.93514644 -0.29908356],387.0
32,32,,[ 0.44285774 -0.30992851],[ 0.07112971 -0.32726089],[ 0.94351464 -0.29908356],382.0
33,33,,[ 0.44474059 -0.30988901],[ 0.07322176 -0.32913864],[ 0.94351464 -0.29408027],378.0
34,34,,[ 0.44681172 -0.31025521],[ 0.07322176 -0.32913864],[ 0.94351464 -0.29493342],366.0
