,gen,nevals
0,1,500
1,2,379
2,3,371
3,4,388
4,5,385
5,6,386
6,7,378
7,8,381
8,9,374
9,10,373
10,11,384
11,12,398
12,13,388
13,14,391
14,15,365
15,16,382
16,17,378
17,18,385
18,19,386
19,20,389
20,21,391
21,22,384
22,23,387
23,24,390
24,25,372
25,26,383
26,27,377
27,28,386
28,29,375
29,30,395
30,31,384
31,32,382
32,33,374
33,34,373
34,35,375
35,36,381
36,37,379
37,38,384
38,39,375
39,40,385
40,41,371
41,42,378
42,43,384
43,44,367
44,45,398
45,46,376
46,47,352
47,48,388
48,49,374
49,50,390
