,gen,evals,avg,min,max,nevals
0,0,500.0,[0.46213636 0.61796178],[0. 0.],[1. 1.],
1,1,,[0.47718182 0.60024204],[0. 0.],[1. 1.],410.0
2,2,,[0.49304545 0.59635669],[0. 0.],[1. 1.],393.0
3,3,,[0.50365909 0.588     ],[0. 0.],[1. 1.],374.0
4,4,,[0.51388636 0.58587261],[0. 0.],[1. 1.],387.0
5,5,,[0.52475    0.57863694],[0. 0.],[1. 1.],374.0
6,6,,[0.53993182 0.57383439],[0. 0.],[1. 1.],383.0
7,7,,[0.541      0.56997452],[0. 0.],[1. 1.],370.0
8,8,,[0.54486364 0.57063694],[0. 0.],[1. 1.],395.0
9,9,,[0.55038636 0.5728535 ],[0. 0.],[1. 1.],350.0
10,10,,[0.56043182 0.56552866],[0. 0.],[1. 1.],377.0
11,11,,[0.56320455 0.5710828 ],[0. 0.],[1. 1.],376.0
12,12,,[0.56427273 0.57115924],[0. 0.],[1. 1.],367.0
13,13,,[0.56036364 0.57243312],[0. 0.],[1. 1.],365.0
14,14,,[0.55929545 0.56738854],[0. 0.],[1. 1.],381.0
15,15,,[0.56015909 0.57123567],[0. 0.],[1. 1.],386.0
16,16,,[0.56934091 0.57025478],[0. 0.],[1. 1.],392.0
17,17,,[0.57838636 0.56103185],[0. 0.],[1. 1.],384.0
18,18,,[0.5775     0.55729936],[0. 0.],[1. 1.],395.0
19,19,,[0.58036364 0.55151592],[0. 0.],[1. 1.],354.0
20,20,,[0.57418182 0.5623949 ],[0. 0.],[1. 1.],383.0
21,21,,[0.57522727 0.55699363],[0. 0.],[1. 1.],377.0
22,22,,[0.58015909 0.54782166],[0. 0.],[1. 1.],389.0
23,23,,[0.58234091 0.54443312],[0. 0.],[1. 1.],370.0
24,24,,[0.58613636 0.54746497],[0. 0.],[1. 1.],391.0
25,25,,[0.59231818 0.54328662],[0. 0.],[1. 1.],375.0
26,26,,[0.58902273 0.54889172],[0. 0.],[1. 1.],377.0
27,27,,[0.58468182 0.55289172],[0. 0.],[1. 1.],370.0
28,28,,[0.58684091 0.55061146],[0. 0.],[1. 1.],369.0
29,29,,[0.58281818 0.55473885],[0. 0.],[1. 1.],386.0
30,30,,[0.58322727 0.55941401],[0. 0.],[1. 1.],387.0
