,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.54813878 -0.25594491],[ 0.16326531 -0.26007923],[ 0.84489796 -0.25089989],
1,1,,[ 0.55130612 -0.25719982],[ 0.2122449  -0.26007923],[ 0.84489796 -0.25196771],367.0
2,2,,[ 0.55564082 -0.25745944],[ 0.19591837 -0.25895421],[ 0.84489796 -0.25275974],368.0
3,3,,[ 0.55567347 -0.25758013],[ 0.23673469 -0.26006385],[ 0.84897959 -0.25260772],375.0
4,4,,[ 0.56122449 -0.25758492],[ 0.28571429 -0.25915059],[ 0.84489796 -0.25249952],373.0
5,5,,[ 0.56098776 -0.25758323],[ 0.29387755 -0.25943797],[ 0.84489796 -0.25196771],374.0
6,6,,[ 0.55801633 -0.25746399],[ 0.28163265 -0.25946023],[ 0.84489796 -0.25091228],391.0
7,7,,[ 0.55552653 -0.2576012 ],[ 0.2244898  -0.26006385],[ 0.83673469 -0.25206352],374.0
8,8,,[ 0.56120816 -0.25758619],[ 0.27755102 -0.26007923],[ 0.83673469 -0.25206352],362.0
9,9,,[ 0.56367347 -0.25750098],[ 0.28163265 -0.25946023],[ 0.83265306 -0.25206352],375.0
10,10,,[ 0.56715918 -0.25754435],[ 0.29795918 -0.25943797],[ 0.83265306 -0.25206352],375.0
11,11,,[ 0.56612245 -0.25750044],[ 0.22040816 -0.25910941],[ 0.83265306 -0.25089989],383.0
12,12,,[ 0.5659102  -0.25762305],[ 0.19591837 -0.26006385],[ 0.83265306 -0.25277215],386.0
13,13,,[ 0.56639184 -0.25755567],[ 0.26530612 -0.25892431],[ 0.83265306 -0.25265347],385.0
14,14,,[ 0.56581224 -0.25755669],[ 0.28163265 -0.25934427],[ 0.83673469 -0.25214029],379.0
15,15,,[ 0.56425306 -0.25751259],[ 0.25306122 -0.25979856],[ 0.84081633 -0.25260772],390.0
16,16,,[ 0.56363265 -0.25750662],[ 0.25306122 -0.25979856],[ 0.84081633 -0.25196771],385.0
17,17,,[ 0.56446531 -0.25755739],[ 0.2244898  -0.25979856],[ 0.83673469 -0.25091228],371.0
18,18,,[ 0.56378776 -0.25755466],[ 0.24897959 -0.25978011],[ 0.84081633 -0.25091228],385.0
19,19,,[ 0.56354286 -0.25759017],[ 0.24897959 -0.25946023],[ 0.84081633 -0.25091228],379.0
20,20,,[ 0.56233469 -0.25759006],[ 0.22040816 -0.25946023],[ 0.84081633 -0.25251039],376.0
21,21,,[ 0.56484898 -0.25751834],[ 0.26122449 -0.25884553],[ 0.84081633 -0.25214029],362.0
22,22,,[ 0.56706939 -0.25746681],[ 0.28571429 -0.26007923],[ 0.84081633 -0.25091228],376.0
23,23,,[ 0.56661224 -0.25751161],[ 0.2        -0.25915059],[ 0.82857143 -0.25091228],379.0
24,24,,[ 0.55972245 -0.25753081],[ 0.22857143 -0.25895421],[ 0.83265306 -0.25198299],370.0
25,25,,[ 0.562      -0.25758353],[ 0.22857143 -0.25946023],[ 0.8244898  -0.25263969],379.0
26,26,,[ 0.56403265 -0.25754085],[ 0.27346939 -0.25946023],[ 0.8244898  -0.25089989],361.0
27,27,,[ 0.56222857 -0.25759518],[ 0.28979592 -0.25946023],[ 0.8244898  -0.25198299],389.0
28,28,,[ 0.55701224 -0.25755521],[ 0.28979592 -0.25845968],[ 0.81632653 -0.25198299],378.0
29,29,,[ 0.55609796 -0.25755289],[ 0.22857143 -0.26007923],[ 0.81632653 -0.25198299],380.0
30,30,,[ 0.55640816 -0.25752265],[ 0.22857143 -0.25946023],[ 0.8122449  -0.25089989],360.0
31,31,,[ 0.55874286 -0.25748443],[ 0.26122449 -0.25946023],[ 0.8122449  -0.25091228],385.0
32,32,,[ 0.55644082 -0.25751744],[ 0.26530612 -0.25899057],[ 0.8122449 -0.2525882],394.0
33,33,,[ 0.55862857 -0.25754971],[ 0.26530612 -0.25892539],[ 0.8244898 -0.2525882],399.0
34,34,,[ 0.56217959 -0.25755528],[ 0.22040816 -0.25864266],[ 0.8244898 -0.2525882],394.0
35,35,,[ 0.5595102  -0.25751023],[ 0.22857143 -0.25928077],[ 0.8244898 -0.2525882],397.0
36,36,,[ 0.55680816 -0.25745012],[ 0.2244898 -0.259073 ],[ 0.82857143 -0.25251039],386.0
37,37,,[ 0.55737143 -0.25746283],[ 0.24489796 -0.25863799],[ 0.82857143 -0.25089989],372.0
38,38,,[ 0.55847347 -0.25762089],[ 0.24489796 -0.25946023],[ 0.82857143 -0.25251039],402.0
39,39,,[ 0.55920816 -0.2575858 ],[ 0.24489796 -0.25943797],[ 0.82857143 -0.25091228],388.0
40,40,,[ 0.55591837 -0.25749825],[ 0.25306122 -0.25899057],[ 0.82857143 -0.25091228],386.0
41,41,,[ 0.55298776 -0.25755594],[ 0.28163265 -0.25978011],[ 0.8122449  -0.25196771],377.0
42,42,,[ 0.55553469 -0.25748389],[ 0.21632653 -0.26007923],[ 0.8122449  -0.25091228],374.0
43,43,,[ 0.56022041 -0.2575757 ],[ 0.24081633 -0.25908261],[ 0.8122449  -0.25091228],376.0
44,44,,[ 0.55865306 -0.25757523],[ 0.25714286 -0.25910941],[ 0.8122449  -0.25091228],378.0
45,45,,[ 0.55423673 -0.25753809],[ 0.25714286 -0.26006385],[ 0.8122449  -0.25091228],386.0
46,46,,[ 0.55311837 -0.25750928],[ 0.24897959 -0.26006385],[ 0.8122449 -0.2525882],353.0
47,47,,[ 0.5527102  -0.25754373],[ 0.2122449  -0.25899057],[ 0.8122449  -0.25251039],383.0
48,48,,[ 0.55081633 -0.25756199],[ 0.26530612 -0.25978011],[ 0.8122449  -0.25091228],393.0
49,49,,[ 0.55164898 -0.2575665 ],[ 0.25714286 -0.25978011],[ 0.81632653 -0.25214029],382.0
50,50,,[ 0.55405714 -0.25752645],[ 0.27346939 -0.26006385],[ 0.81632653 -0.2521235 ],378.0
