,gen,evals,avg,min,max,nevals
0,0,500.0,[0.24377926 0.74060993],[0. 0.],[1. 1.],
1,1,,[0.27850836 0.70755319],[0. 0.],[1. 1.],386.0
2,2,,[0.29497659 0.69128369],[0. 0.],[1. 1.],374.0
3,3,,[0.29219398 0.69221986],[0. 0.],[1. 1.],360.0
4,4,,[0.31911037 0.6687305 ],[0. 0.],[1. 1.],371.0
5,5,,[0.31288294 0.67751773],[0. 0.],[1. 1.],356.0
6,6,,[0.3231505  0.66456028],[0. 0.],[1. 1.],380.0
7,7,,[0.31511706 0.66682979],[0. 0.],[1. 1.],373.0
8,8,,[0.32551839 0.66568085],[0. 0.],[1. 1.],385.0
9,9,,[0.33619398 0.65838298],[0. 0.],[1. 1.],385.0
10,10,,[0.33729097 0.65334043],[0. 0.],[1. 1.],354.0
11,11,,[0.33276923 0.65504965],[0. 0.],[1. 1.],354.0
12,12,,[0.33543144 0.65701418],[0. 0.],[1. 1.],381.0
13,13,,[0.33917057 0.64580851],[0. 0.],[1. 1.],377.0
14,14,,[0.34544482 0.63201418],[0. 0.],[1. 1.],374.0
15,15,,[0.35683612 0.6222695 ],[0. 0.],[1. 1.],389.0
16,16,,[0.35753177 0.62547518],[0. 0.],[1. 1.],373.0
17,17,,[0.37054181 0.61204965],[0. 0.],[1. 1.],375.0
18,18,,[0.3778194  0.60529787],[0. 0.],[1. 1.],375.0
19,19,,[0.37409365 0.61475887],[0. 0.],[1. 1.],368.0
20,20,,[0.38827425 0.60112057],[0. 0.],[1. 1.],387.0
21,21,,[0.38202676 0.61497163],[0. 0.],[1. 1.],388.0
22,22,,[0.379699   0.62001418],[0. 0.],[1. 1.],387.0
23,23,,[0.36252174 0.63131206],[0. 0.],[1. 1.],372.0
24,24,,[0.36045485 0.6321773 ],[0. 0.],[1. 1.],372.0
25,25,,[0.37620736 0.61388652],[0. 0.],[1. 1.],398.0
26,26,,[0.36149164 0.62869504],[0. 0.],[1. 1.],384.0
27,27,,[0.36208696 0.63394326],[0. 0.],[1. 1.],359.0
28,28,,[0.3632107 0.6301844],[0. 0.],[1. 1.],386.0
29,29,,[0.3508495  0.64069504],[0. 0.],[1. 1.],394.0
30,30,,[0.35242809 0.64148227],[0. 0.],[1. 1.],369.0
31,31,,[0.35821405 0.63388652],[0. 0.],[1. 1.],352.0
32,32,,[0.36717726 0.62873759],[0. 0.],[1. 1.],379.0
33,33,,[0.37747826 0.61631915],[0. 0.],[1. 1.],387.0
34,34,,[0.38704348 0.59904255],[0. 0.],[1. 1.],363.0
35,35,,[0.39207358 0.59385816],[0. 0.],[1. 1.],377.0
36,36,,[0.37691639 0.61760993],[0. 0.],[1. 1.],378.0
37,37,,[0.3727291 0.6218227],[0. 0.],[1. 1.],361.0
38,38,,[0.36155853 0.6381773 ],[0. 0.],[1. 1.],397.0
39,39,,[0.37052843 0.63380142],[0. 0.],[1. 1.],394.0
40,40,,[0.3553311  0.64541135],[0. 0.],[1. 1.],365.0
41,41,,[0.35052174 0.64939007],[0. 0.],[1. 1.],402.0
42,42,,[0.35671572 0.64865957],[0. 0.],[1. 1.],367.0
43,43,,[0.344301   0.66384397],[0. 0.],[1. 1.],368.0
44,44,,[0.33184615 0.67401418],[0. 0.],[1. 1.],372.0
45,45,,[0.33430769 0.66689362],[0. 0.],[1. 1.],367.0
46,46,,[0.33396656 0.66095745],[0. 0.],[1. 1.],394.0
47,47,,[0.34529766 0.66013475],[0. 0.],[1. 1.],378.0
48,48,,[0.34550502 0.6637234 ],[0. 0.],[1. 1.],374.0
49,49,,[0.33699666 0.67286525],[0. 0.],[1. 1.],381.0
50,50,,[0.33688963 0.66869504],[0. 0.],[1. 1.],376.0
