,gen,evals,avg,min,max,nevals
0,0,500.0,[0.322625   0.70764211],[0. 0.],[1. 1.],
1,1,,[0.32194643 0.7092    ],[0. 0.],[1. 1.],360.0
2,2,,[0.36146429 0.68509474],[0. 0.],[1. 1.],388.0
3,3,,[0.34616071 0.69522105],[0. 0.],[1. 1.],376.0
4,4,,[0.37423214 0.6752    ],[0. 0.],[1. 1.],367.0
5,5,,[0.40494643 0.64052632],[0. 0.],[1. 1.],386.0
6,6,,[0.40333929 0.64164211],[0. 0.],[1. 1.],388.0
7,7,,[0.42144643 0.63063158],[0. 0.],[1. 1.],376.0
8,8,,[0.42660714 0.62755789],[0. 0.],[1. 1.],397.0
9,9,,[0.43946429 0.62073684],[0. 0.],[1. 1.],365.0
10,10,,[0.44808929 0.60903158],[0. 0.],[1. 1.],369.0
11,11,,[0.46564286 0.60010526],[0. 0.],[1. 1.],382.0
12,12,,[0.46996429 0.58637895],[0. 0.],[1. 1.],369.0
13,13,,[0.45873214 0.59781053],[0. 0.],[1. 1.],381.0
14,14,,[0.46071429 0.59553684],[0. 0.],[1. 1.],382.0
15,15,,[0.47801786 0.57930526],[0. 0.],[1. 1.],366.0
16,16,,[0.48805357 0.56922105],[0. 0.],[1. 1.],388.0
17,17,,[0.47667857 0.57189474],[0. 0.],[1. 1.],399.0
18,18,,[0.45664286 0.58848421],[0. 0.],[1. 1.],396.0
19,19,,[0.45869643 0.58875789],[0. 0.],[1. 1.],377.0
20,20,,[0.48248214 0.57054737],[0. 0.],[1. 1.],391.0
21,21,,[0.49660714 0.56204211],[0. 0.],[1. 1.],378.0
22,22,,[0.49548214 0.56494737],[0. 0.],[1. 1.],371.0
23,23,,[0.48555357 0.57696842],[0. 0.],[1. 1.],394.0
24,24,,[0.49575    0.55926316],[0. 0.],[1. 1.],367.0
25,25,,[0.50351786 0.55551579],[0. 0.],[1. 1.],373.0
26,26,,[0.49905357 0.55981053],[0. 0.],[1. 1.],395.0
27,27,,[0.49278571 0.56444211],[0. 0.],[1. 1.],351.0
28,28,,[0.47753571 0.58187368],[0. 0.],[1. 1.],386.0
29,29,,[0.49292857 0.56492632],[0. 0.],[1. 1.],385.0
30,30,,[0.48916071 0.56818947],[0. 0.],[1. 1.],382.0
31,31,,[0.49839286 0.56692632],[0. 0.],[1. 1.],382.0
32,32,,[0.48183929 0.57985263],[0. 0.],[1. 1.],370.0
33,33,,[0.48441071 0.57738947],[0. 0.],[1. 1.],376.0
34,34,,[0.485875   0.57389474],[0. 0.],[1. 1.],390.0
35,35,,[0.48673214 0.57646316],[0. 0.],[1. 1.],382.0
36,36,,[0.48144643 0.57896842],[0. 0.],[1. 1.],390.0
37,37,,[0.47935714 0.57336842],[0. 0.],[1. 1.],386.0
38,38,,[0.47651786 0.58368421],[0. 0.],[1. 1.],367.0
39,39,,[0.47394643 0.58602105],[0. 0.],[1. 1.],393.0
40,40,,[0.47969643 0.57778947],[0. 0.],[1. 1.],397.0
41,41,,[0.46751786 0.58538947],[0. 0.],[1. 1.],383.0
42,42,,[0.46058929 0.59467368],[0. 0.],[1. 1.],382.0
43,43,,[0.47489286 0.57981053],[0. 0.],[1. 1.],365.0
44,44,,[0.46973214 0.58621053],[0. 0.],[1. 1.],395.0
45,45,,[0.466625   0.58911579],[0. 0.],[1. 1.],347.0
46,46,,[0.46258929 0.59229474],[0. 0.],[1. 1.],374.0
47,47,,[0.46866071 0.58789474],[0. 0.],[1. 1.],367.0
48,48,,[0.47516071 0.59046316],[0. 0.],[1. 1.],381.0
49,49,,[0.47391071 0.5904    ],[0. 0.],[1. 1.],382.0
50,50,,[0.46894643 0.58898947],[0. 0.],[1. 1.],371.0
