,gen,nevals
0,1,500
1,2,390
2,3,377
3,4,375
4,5,388
5,6,382
6,7,393
7,8,374
8,9,394
9,10,361
10,11,402
11,12,383
12,13,408
13,14,368
14,15,379
15,16,380
16,17,386
17,18,375
18,19,371
19,20,371
20,21,368
21,22,378
22,23,373
23,24,364
24,25,392
25,26,373
26,27,379
27,28,369
28,29,382
29,30,368
30,31,397
31,32,389
32,33,403
33,34,370
34,35,409
35,36,395
36,37,391
37,38,394
38,39,373
39,40,394
40,41,373
41,42,379
42,43,387
43,44,392
44,45,368
45,46,359
46,47,398
47,48,379
48,49,388
49,50,381
