training,seed,time,full_acc,full_tpr,full_tnr
True,0,1777.5040328502655,0.5146299483648882,0.0,1.0
False,0,1777.5040328502655,0.5140562248995983,0.0,1.0
True,169,1682.0313999652863,0.7814113597246127,0.9219858156028369,0.6488294314381271
False,169,1682.0313999652863,0.7751004016064257,0.8677685950413223,0.6875
True,338,2164.0295882225037,0.7710843373493976,0.8865248226950354,0.6622073578595318
False,338,2164.0295882225037,0.7991967871485943,0.9504132231404959,0.65625
True,507,2171.110472679138,0.774526678141136,0.7872340425531915,0.7625418060200669
False,507,2171.110472679138,0.7831325301204819,0.7933884297520661,0.7734375
True,676,2113.11221075058,0.5163511187607573,0.0035460992907801418,1.0
False,676,2113.11221075058,0.5140562248995983,0.0,1.0
True,845,2118.7300260066986,0.6454388984509466,0.9468085106382979,0.3612040133779264
False,845,2118.7300260066986,0.6706827309236948,0.9586776859504132,0.3984375
True,1014,2043.7146384716034,0.5146299483648882,0.0,1.0
False,1014,2043.7146384716034,0.5180722891566265,0.008264462809917356,1.0
True,1183,1806.3609597682953,0.7882960413080895,0.9042553191489362,0.6789297658862876
False,1183,1806.3609597682953,0.7550200803212851,0.8842975206611571,0.6328125
True,1352,1995.65855550766,0.504302925989673,0.031914893617021274,0.9498327759197325
False,1352,1995.65855550766,0.5020080321285141,0.04132231404958678,0.9375
True,1521,1746.3114430904388,0.774526678141136,0.7163120567375887,0.8294314381270903
False,1521,1746.3114430904388,0.8232931726907631,0.7851239669421488,0.859375
True,1690,2184.4032344818115,0.6075731497418244,0.30141843971631205,0.8963210702341137
False,1690,2184.4032344818115,0.6305220883534136,0.3305785123966942,0.9140625
True,1859,2090.455976486206,0.5266781411359724,0.03900709219858156,0.9866220735785953
False,1859,2090.455976486206,0.5020080321285141,0.008264462809917356,0.96875
True,2028,2133.9869005680084,0.5008605851979346,0.9822695035460993,0.046822742474916385
False,2028,2133.9869005680084,0.5060240963855421,0.9917355371900827,0.046875
True,2197,2046.5843448638916,0.6471600688468159,0.37943262411347517,0.8996655518394648
False,2197,2046.5843448638916,0.6465863453815262,0.38016528925619836,0.8984375
True,2366,2340.9040036201477,0.7762478485370051,0.8829787234042553,0.6755852842809364
False,2366,2340.9040036201477,0.7590361445783133,0.8677685950413223,0.65625
True,2535,2193.9703533649445,0.7882960413080895,0.9290780141843972,0.6555183946488294
False,2535,2193.9703533649445,0.7469879518072289,0.8842975206611571,0.6171875
True,2704,2086.1277844905853,0.6764199655765921,0.375886524822695,0.959866220735786
False,2704,2086.1277844905853,0.6506024096385542,0.34710743801652894,0.9375
True,2873,2033.0244119167328,0.5266781411359724,0.03900709219858156,0.9866220735785953
False,2873,2033.0244119167328,0.5220883534136547,0.024793388429752067,0.9921875
True,3042,2167.61874628067,0.5146299483648882,0.0,1.0
False,3042,2167.61874628067,0.5140562248995983,0.0,1.0
True,3211,1967.0126724243164,0.49225473321858865,1.0,0.013377926421404682
False,3211,1967.0126724243164,0.4979919678714859,1.0,0.0234375
True,3380,2161.5212619304657,0.7779690189328744,0.9042553191489362,0.6588628762541806
False,3380,2161.5212619304657,0.7831325301204819,0.9090909090909091,0.6640625
True,3549,2077.8393018245697,0.5283993115318416,0.028368794326241134,1.0
False,3549,2077.8393018245697,0.5341365461847389,0.04132231404958678,1.0
True,3718,1925.6570167541504,0.5146299483648882,0.0,1.0
False,3718,1925.6570167541504,0.5140562248995983,0.0,1.0
True,3887,1914.5312278270721,0.7779690189328744,0.875886524822695,0.68561872909699
False,3887,1914.5312278270721,0.7831325301204819,0.9504132231404959,0.625
True,4056,2057.3984270095825,0.7848537005163512,0.8191489361702128,0.7525083612040134
False,4056,2057.3984270095825,0.8192771084337349,0.8264462809917356,0.8125
True,4225,2522.591255903244,0.7607573149741824,0.7163120567375887,0.802675585284281
False,4225,2522.591255903244,0.8072289156626506,0.768595041322314,0.84375
True,4394,2112.6221091747284,0.774526678141136,0.8404255319148937,0.7123745819397993
False,4394,2112.6221091747284,0.7911646586345381,0.8512396694214877,0.734375
True,4563,2054.7758464813232,0.774526678141136,0.9148936170212766,0.6421404682274248
False,4563,2054.7758464813232,0.7911646586345381,0.8925619834710744,0.6953125
True,4732,1851.0558986663818,0.5163511187607573,0.0035460992907801418,1.0
False,4732,1851.0558986663818,0.5140562248995983,0.0,1.0
True,4901,1944.5539953708649,0.4853700516351119,1.0,0.0
False,4901,1944.5539953708649,0.4859437751004016,1.0,0.0
