,gen,nevals
0,1,500
1,2,398
2,3,368
3,4,367
4,5,379
5,6,388
6,7,393
7,8,350
8,9,389
9,10,381
10,11,351
11,12,395
12,13,359
13,14,386
14,15,378
15,16,376
16,17,387
17,18,357
18,19,392
19,20,387
20,21,381
21,22,385
22,23,380
23,24,381
24,25,372
25,26,387
26,27,381
27,28,370
28,29,392
29,30,393
30,31,373
31,32,406
32,33,388
33,34,380
34,35,354
35,36,377
36,37,403
37,38,376
38,39,379
39,40,363
40,41,401
41,42,385
42,43,397
43,44,381
44,45,377
45,46,373
46,47,405
47,48,390
48,49,382
49,50,385
