,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.55505306 -0.26000879],[ 0.17959184 -0.26819968],[ 0.83673469 -0.25208114],
1,1,,[ 0.56039184 -0.25793216],[ 0.17959184 -0.26819968],[ 0.85714286 -0.25417041],369.0
2,2,,[ 0.55705306 -0.25763211],[ 0.16734694 -0.26819968],[ 0.84897959 -0.25418208],388.0
3,3,,[ 0.5620898  -0.25745917],[ 0.19591837 -0.26710456],[ 0.84897959 -0.25515731],386.0
4,4,,[ 0.56370612 -0.25740668],[ 0.2122449  -0.26677706],[ 0.84897959 -0.25417041],370.0
5,5,,[ 0.56597551 -0.25741613],[ 0.15510204 -0.26710998],[ 0.84897959 -0.25412477],395.0
6,6,,[ 0.55986122 -0.25747245],[ 0.15510204 -0.26822423],[ 0.84897959 -0.25517845],394.0
7,7,,[ 0.56378776 -0.25737896],[ 0.15510204 -0.26764668],[ 0.84897959 -0.2541837 ],382.0
8,8,,[ 0.56422041 -0.25748009],[ 0.23673469 -0.26819968],[ 0.84897959 -0.25208114],387.0
9,9,,[ 0.57115918 -0.25746343],[ 0.17959184 -0.26641568],[ 0.88163265 -0.25412477],389.0
10,10,,[ 0.57216327 -0.25750174],[ 0.26530612 -0.26641568],[ 0.88163265 -0.25418208],376.0
11,11,,[ 0.57293061 -0.2574287 ],[ 0.24081633 -0.26648514],[ 0.84489796 -0.25417041],399.0
12,12,,[ 0.57323265 -0.25744346],[ 0.2244898  -0.26822423],[ 0.84489796 -0.25417041],382.0
13,13,,[ 0.56764082 -0.25748766],[ 0.20816327 -0.26740511],[ 0.84897959 -0.2541837 ],397.0
14,14,,[ 0.57121633 -0.25761997],[ 0.28163265 -0.26822423],[ 0.84897959 -0.25208114],376.0
15,15,,[ 0.56942857 -0.25740565],[ 0.27755102 -0.26819968],[ 0.84489796 -0.25208114],376.0
16,16,,[ 0.56939592 -0.2573818 ],[ 0.16734694 -0.26648514],[ 0.84489796 -0.25538599],370.0
17,17,,[ 0.56875918 -0.25734691],[ 0.18367347 -0.26641568],[ 0.86122449 -0.25414389],378.0
18,18,,[ 0.56793469 -0.2574942 ],[ 0.26530612 -0.26747731],[ 0.86122449 -0.25475019],370.0
19,19,,[ 0.56516735 -0.2574882 ],[ 0.26530612 -0.26819968],[ 0.86122449 -0.25215801],376.0
20,20,,[ 0.56274286 -0.25728855],[ 0.2        -0.26747731],[ 0.86122449 -0.25417041],399.0
21,21,,[ 0.56121633 -0.25742439],[ 0.17142857 -0.26747731],[ 0.86122449 -0.25208114],369.0
22,22,,[ 0.56169796 -0.25747258],[ 0.14693878 -0.26764156],[ 0.86530612 -0.25429499],366.0
