,gen,nevals
0,1,500
1,2,377
2,3,377
3,4,399
4,5,391
5,6,389
6,7,387
7,8,379
8,9,383
9,10,371
10,11,366
11,12,381
12,13,393
13,14,403
14,15,387
15,16,397
16,17,366
17,18,384
18,19,383
19,20,380
20,21,381
21,22,366
22,23,397
23,24,353
24,25,376
25,26,374
26,27,376
27,28,377
28,29,371
29,30,388
30,31,391
31,32,358
32,33,379
33,34,386
34,35,365
35,36,372
36,37,375
37,38,371
38,39,370
39,40,373
40,41,368
41,42,379
42,43,366
43,44,379
44,45,366
45,46,369
46,47,380
47,48,376
48,49,379
49,50,376
