,gen,evals,avg,min,max,nevals
0,0,500.0,[0.43515909 0.62447134],[0. 0.],[1. 1.],
1,1,,[0.45822727 0.60610191],[0. 0.],[1. 1.],384.0
2,2,,[0.46463636 0.61056051],[0. 0.],[1. 1.],391.0
3,3,,[0.48102273 0.6030828 ],[0.         0.01910828],[0.95454545 1.        ],375.0
4,4,,[0.49315909 0.58811465],[0.         0.01910828],[0.95454545 1.        ],398.0
5,5,,[0.50745455 0.58884076],[0. 0.],[1. 1.],396.0
6,6,,[0.51813636 0.58755414],[0. 0.],[1. 1.],392.0
7,7,,[0.52825    0.57938854],[0. 0.],[1. 1.],373.0
8,8,,[0.53052273 0.57932484],[0. 0.],[0.98863636 1.        ],376.0
9,9,,[0.53870455 0.57620382],[0. 0.],[0.98863636 1.        ],374.0
10,10,,[0.53977273 0.58257325],[0. 0.],[0.98863636 1.        ],385.0
11,11,,[0.54261364 0.58659873],[0. 0.],[0.98863636 1.        ],384.0
12,12,,[0.55420455 0.57532484],[0. 0.],[1. 1.],389.0
13,13,,[0.55647727 0.57864968],[0. 0.],[1. 1.],378.0
14,14,,[0.55859091 0.57149045],[0. 0.],[1. 1.],365.0
15,15,,[0.562      0.57182166],[0. 0.],[1. 1.],387.0
16,16,,[0.56743182 0.56789809],[0. 0.],[1. 1.],396.0
17,17,,[0.56004545 0.56848408],[0. 0.],[1. 1.],391.0
18,18,,[0.56840909 0.5571465 ],[0. 0.],[1. 1.],368.0
19,19,,[0.56956818 0.56447134],[0. 0.],[1. 1.],390.0
20,20,,[0.56611364 0.56694268],[0.         0.01273885],[0.96590909 1.        ],384.0
21,21,,[0.56190909 0.57373248],[0.         0.01273885],[0.95454545 1.        ],383.0
22,22,,[0.56631818 0.56580892],[0. 0.],[1. 1.],367.0
23,23,,[0.56561364 0.56340127],[0. 0.],[1. 1.],397.0
24,24,,[0.56995455 0.56928662],[0. 0.],[1. 1.],396.0
25,25,,[0.56711364 0.57621656],[0. 0.],[1. 1.],375.0
26,26,,[0.55947727 0.58797452],[0. 0.],[1. 1.],403.0
27,27,,[0.56529545 0.57424204],[0. 0.],[1. 1.],371.0
28,28,,[0.56156818 0.5730828 ],[0. 0.],[1. 1.],421.0
29,29,,[0.56443182 0.57458599],[0. 0.],[1. 1.],406.0
30,30,,[0.56486364 0.56856051],[0. 0.],[1. 1.],364.0
31,31,,[0.56706818 0.56791083],[0. 0.],[1. 1.],381.0
32,32,,[0.57140909 0.57082803],[0. 0.],[1. 1.],384.0
33,33,,[0.56897727 0.57028025],[0. 0.],[1. 1.],374.0
34,34,,[0.56477273 0.56974522],[0. 0.],[1. 1.],373.0
35,35,,[0.56559091 0.56538854],[0. 0.],[1. 1.],389.0
36,36,,[0.57043182 0.56175796],[0. 0.],[1. 1.],403.0
37,37,,[0.57125    0.56496815],[0. 0.],[1. 1.],391.0
38,38,,[0.57447727 0.56307006],[0. 0.],[1. 1.],391.0
39,39,,[0.56952273 0.5631465 ],[0. 0.],[1. 1.],386.0
40,40,,[0.56759091 0.56249682],[0. 0.],[1. 1.],373.0
41,41,,[0.57563636 0.55807643],[0. 0.],[1. 1.],377.0
42,42,,[0.57968182 0.55313376],[0. 0.],[1. 1.],373.0
43,43,,[0.5825     0.54926115],[0. 0.],[1. 1.],379.0
44,44,,[0.57993182 0.55168153],[0. 0.],[1. 1.],386.0
45,45,,[0.57418182 0.55402548],[0. 0.],[1. 1.],368.0
46,46,,[0.57331818 0.56066242],[0. 0.],[1. 1.],400.0
47,47,,[0.57290909 0.55858599],[0. 0.],[1. 1.],401.0
48,48,,[0.57154545 0.56095541],[0. 0.],[1. 1.],375.0
49,49,,[0.57140909 0.56470064],[0. 0.],[1. 1.],391.0
50,50,,[0.56856818 0.56329936],[0. 0.],[1. 1.],365.0
