,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.50168116 -0.28027828],[ 0.23188406 -0.29591106],[ 0.76328502 -0.26869044],
1,1,,[ 0.50298551 -0.28127041],[ 0.23188406 -0.2957593 ],[ 0.76328502 -0.27151494],383.0
2,2,,[ 0.51080193 -0.28147105],[ 0.23188406 -0.29591106],[ 0.76328502 -0.27162701],382.0
3,3,,[ 0.51380676 -0.28155108],[ 0.23188406 -0.29112754],[ 0.76811594 -0.26869044],384.0
4,4,,[ 0.5203285  -0.28150674],[ 0.23188406 -0.2957593 ],[ 0.76811594 -0.2721314 ],373.0
5,5,,[ 0.52285024 -0.28141448],[ 0.23188406 -0.2957593 ],[ 0.77294686 -0.27132607],378.0
6,6,,[ 0.52602899 -0.28124991],[ 0.23188406 -0.28628376],[ 0.77294686 -0.27132607],374.0
7,7,,[ 0.52769082 -0.28148425],[ 0.23188406 -0.29591106],[ 0.77294686 -0.26869044],375.0
8,8,,[ 0.5263285  -0.28117835],[ 0.23188406 -0.29112754],[ 0.79227053 -0.26877189],372.0
9,9,,[ 0.53169082 -0.28122803],[ 0.23188406 -0.29591106],[ 0.79227053 -0.27132607],373.0
10,10,,[ 0.53174879 -0.2814194 ],[ 0.23188406 -0.28859479],[ 0.79227053 -0.26991873],366.0
11,11,,[ 0.53528502 -0.2813944 ],[ 0.23188406 -0.2870742 ],[ 0.79227053 -0.26991873],365.0
12,12,,[ 0.53592271 -0.2812817 ],[ 0.23188406 -0.29112754],[ 0.79227053 -0.27054221],384.0
13,13,,[ 0.53611594 -0.2813601 ],[ 0.23188406 -0.28848133],[ 0.79227053 -0.27124635],383.0
14,14,,[ 0.53745894 -0.28135322],[ 0.23188406 -0.28671805],[ 0.79227053 -0.26871809],395.0
15,15,,[ 0.53244444 -0.28147452],[ 0.23188406 -0.29112754],[ 0.79227053 -0.27151494],370.0
16,16,,[ 0.53536232 -0.28141964],[ 0.23188406 -0.29093853],[ 0.79227053 -0.27054221],389.0
17,17,,[ 0.5363285  -0.28136306],[ 0.23188406 -0.28670839],[ 0.79227053 -0.26871809],369.0
18,18,,[ 0.53578744 -0.28150212],[ 0.23188406 -0.29093853],[ 0.80676329 -0.2698069 ],393.0
19,19,,[ 0.53816425 -0.28150625],[ 0.23188406 -0.28849862],[ 0.80676329 -0.27045826],367.0
20,20,,[ 0.5372657  -0.28139364],[ 0.23188406 -0.28849862],[ 0.80676329 -0.2723018 ],387.0
21,21,,[ 0.5372657  -0.28151998],[ 0.22222222 -0.28848133],[ 0.80676329 -0.27054221],386.0
22,22,,[ 0.53558454 -0.28150724],[ 0.23188406 -0.29591106],[ 0.76811594 -0.26871809],367.0
23,23,,[ 0.53251208 -0.28144017],[ 0.23188406 -0.28848133],[ 0.77777778 -0.26991873],380.0
24,24,,[ 0.53400966 -0.28135938],[ 0.23188406 -0.28841708],[ 0.77777778 -0.26869044],367.0
25,25,,[ 0.53342029 -0.28135012],[ 0.22222222 -0.2883231 ],[ 0.77777778 -0.26877189],370.0
26,26,,[ 0.53196135 -0.2813597 ],[ 0.22222222 -0.29093853],[ 0.76811594 -0.2698069 ],394.0
27,27,,[ 0.53291787 -0.28139437],[ 0.22222222 -0.28859479],[ 0.76811594 -0.27162701],379.0
28,28,,[ 0.53299517 -0.2813447 ],[ 0.20772947 -0.28859479],[ 0.76811594 -0.26991873],386.0
29,29,,[ 0.53593237 -0.28132519],[ 0.23671498 -0.28848133],[ 0.76811594 -0.26869044],362.0
30,30,,[ 0.53443478 -0.28126569],[ 0.23188406 -0.29591106],[ 0.76811594 -0.27054221],381.0
31,31,,[ 0.53511111 -0.28148764],[ 0.23671498 -0.29093853],[ 0.76811594 -0.27132607],354.0
32,32,,[ 0.53625121 -0.28138797],[ 0.23671498 -0.2957593 ],[ 0.76811594 -0.27132607],378.0
33,33,,[ 0.53484058 -0.28118042],[ 0.23671498 -0.28645457],[ 0.76811594 -0.26871809],376.0
34,34,,[ 0.53738164 -0.28139842],[ 0.23188406 -0.28658516],[ 0.76811594 -0.27124635],382.0
35,35,,[ 0.534      -0.28130219],[ 0.23671498 -0.28845425],[ 0.77294686 -0.26871809],389.0
36,36,,[ 0.53657005 -0.28136918],[ 0.23671498 -0.2957593 ],[ 0.77294686 -0.2698069 ],380.0
37,37,,[ 0.53711111 -0.28137756],[ 0.23671498 -0.29112754],[ 0.77294686 -0.2698069 ],379.0
38,38,,[ 0.5358744  -0.28149017],[ 0.23671498 -0.28848133],[ 0.77294686 -0.26869044],378.0
39,39,,[ 0.53340097 -0.28149185],[ 0.23671498 -0.28841708],[ 0.77294686 -0.27331922],380.0
40,40,,[ 0.53564251 -0.28135741],[ 0.23671498 -0.28848133],[ 0.77294686 -0.27165019],384.0
41,41,,[ 0.53198068 -0.28132905],[ 0.22705314 -0.28665106],[ 0.77294686 -0.27152199],364.0
42,42,,[ 0.53344928 -0.28140201],[ 0.22705314 -0.29112754],[ 0.77777778 -0.26869044],382.0
43,43,,[ 0.5306087  -0.28146717],[ 0.2173913 -0.2869921],[ 0.7826087  -0.27131573],380.0
44,44,,[ 0.53210628 -0.28142611],[ 0.2173913  -0.29093853],[ 0.79227053 -0.27293453],377.0
45,45,,[ 0.53206763 -0.28133413],[ 0.2173913 -0.2883231],[ 0.79227053 -0.27124635],384.0
46,46,,[ 0.53248309 -0.28151925],[ 0.22705314 -0.29591106],[ 0.79227053 -0.27124635],377.0
47,47,,[ 0.53199034 -0.2815478 ],[ 0.22705314 -0.29591106],[ 0.79227053 -0.26871809],387.0
48,48,,[ 0.53029952 -0.28126202],[ 0.22705314 -0.28859479],[ 0.79227053 -0.26991873],383.0
49,49,,[ 0.53149758 -0.28141743],[ 0.22705314 -0.28671586],[ 0.79227053 -0.27132607],356.0
50,50,,[ 0.53057971 -0.28142324],[ 0.23188406 -0.29112754],[ 0.7826087  -0.26877189],385.0
