,gen,evals,avg,min,max,nevals
0,0,500.0,[0.44309091 0.62090446],[0. 0.],[1. 1.],
1,1,,[0.45513636 0.62380892],[0. 0.],[1. 1.],384.0
2,2,,[0.46045455 0.62692994],[0. 0.],[1. 1.],357.0
3,3,,[0.47595455 0.61477707],[0. 0.],[1. 1.],371.0
4,4,,[0.47525    0.62030573],[0.         0.00636943],[1. 1.],386.0
5,5,,[0.49013636 0.60575796],[0. 0.],[1. 1.],371.0
6,6,,[0.51188636 0.59843312],[0. 0.],[1. 1.],366.0
7,7,,[0.52286364 0.58673885],[0. 0.],[1. 1.],391.0
8,8,,[0.52693182 0.58670064],[0. 0.],[1. 1.],387.0
9,9,,[0.539      0.58076433],[0. 0.],[1. 1.],368.0
10,10,,[0.54679545 0.58005096],[0. 0.],[1. 1.],361.0
11,11,,[0.5505     0.57810191],[0. 0.],[1. 1.],390.0
12,12,,[0.55584091 0.56830573],[0. 0.],[1. 1.],386.0
13,13,,[0.55538636 0.57143949],[0. 0.],[1. 1.],383.0
14,14,,[0.55354545 0.57717197],[0. 0.],[1. 1.],380.0
15,15,,[0.55790909 0.58597452],[0. 0.],[1. 1.],376.0
16,16,,[0.562      0.57928662],[0. 0.],[1. 1.],384.0
17,17,,[0.55706818 0.58684076],[0. 0.],[1. 1.],397.0
18,18,,[0.55663636 0.58735032],[0. 0.],[0.96590909 1.        ],360.0
19,19,,[0.5625     0.58704459],[0. 0.],[0.96590909 1.        ],365.0
20,20,,[0.57502273 0.57810191],[0. 0.],[0.97727273 1.        ],375.0
21,21,,[0.57072727 0.58605096],[0. 0.],[1. 1.],365.0
22,22,,[0.57656818 0.57443312],[0. 0.],[1. 1.],382.0
23,23,,[0.58013636 0.56826752],[0. 0.],[1. 1.],383.0
24,24,,[0.57461364 0.56946497],[0. 0.],[1. 1.],375.0
25,25,,[0.58045455 0.56278981],[0. 0.],[1. 1.],379.0
26,26,,[0.58054545 0.56741401],[0. 0.],[1. 1.],366.0
27,27,,[0.58747727 0.56024204],[0. 0.],[1. 1.],383.0
28,28,,[0.58063636 0.56341401],[0. 0.],[1. 1.],384.0
29,29,,[0.58211364 0.56551592],[0. 0.],[1. 1.],358.0
30,30,,[0.58647727 0.55903185],[0. 0.],[1. 1.],385.0
31,31,,[0.58379545 0.56533758],[0. 0.],[1. 1.],390.0
32,32,,[0.58761364 0.56584713],[0. 0.],[1. 1.],364.0
33,33,,[0.58959091 0.56366879],[0. 0.],[1. 1.],380.0
34,34,,[0.58820455 0.56273885],[0. 0.],[1. 1.],370.0
35,35,,[0.58684091 0.56035669],[0. 0.],[1. 1.],383.0
36,36,,[0.588      0.55161783],[0.         0.00636943],[0.95454545 1.        ],379.0
37,37,,[0.58527273 0.55388535],[0. 0.],[1. 1.],382.0
38,38,,[0.58356818 0.55442038],[0. 0.],[0.96590909 1.        ],390.0
39,39,,[0.58286364 0.55165605],[0. 0.],[0.96590909 1.        ],357.0
40,40,,[0.58063636 0.5544586 ],[0. 0.],[0.96590909 1.        ],382.0
41,41,,[0.57947727 0.55678981],[0.         0.01273885],[0.96590909 1.        ],384.0
42,42,,[0.57452273 0.56201274],[0.         0.01910828],[0.96590909 1.        ],377.0
43,43,,[0.56795455 0.56500637],[0. 0.],[0.96590909 1.        ],373.0
44,44,,[0.57170455 0.56621656],[0. 0.],[0.96590909 1.        ],371.0
45,45,,[0.56497727 0.56773248],[0. 0.],[1. 1.],382.0
46,46,,[0.56106818 0.5691465 ],[0.         0.07643312],[0.96590909 1.        ],356.0
47,47,,[0.56311364 0.56374522],[0.         0.06369427],[0.96590909 1.        ],396.0
48,48,,[0.56520455 0.55768153],[0.         0.06369427],[0.98863636 1.        ],358.0
49,49,,[0.56727273 0.55503185],[0. 0.],[1. 1.],384.0
50,50,,[0.56911364 0.55755414],[0. 0.],[0.96590909 1.        ],373.0
