,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.56037551 -0.25661561],[ 0.12244898 -0.26037915],[ 0.8244898  -0.25239087],
1,1,,[ 0.55919184 -0.25804543],[ 0.2244898  -0.25946779],[ 0.8122449  -0.25262988],377.0
2,2,,[ 0.55769796 -0.25841144],[ 0.19183673 -0.2603736 ],[ 0.79591837 -0.25327047],399.0
3,3,,[ 0.55660408 -0.25842735],[ 0.22040816 -0.2591992 ],[ 0.8        -0.25327047],391.0
4,4,,[ 0.56173878 -0.25841838],[ 0.22040816 -0.26017627],[ 0.8       -0.2535343],378.0
5,5,,[ 0.55977959 -0.25835617],[ 0.22040816 -0.25935437],[ 0.8        -0.25239087],368.0
6,6,,[ 0.55819592 -0.25833987],[ 0.22857143 -0.25965854],[ 0.80408163 -0.25239087],375.0
7,7,,[ 0.56451429 -0.25835235],[ 0.2122449  -0.26017627],[ 0.80408163 -0.25239087],386.0
8,8,,[ 0.56404898 -0.2583985 ],[ 0.20408163 -0.25943494],[ 0.80408163 -0.25355479],382.0
9,9,,[ 0.56232653 -0.25836732],[ 0.19183673 -0.25929684],[ 0.81632653 -0.25239087],396.0
10,10,,[ 0.5633551  -0.25834068],[ 0.26938776 -0.25942101],[ 0.79183673 -0.25372109],377.0
11,11,,[ 0.55900408 -0.25831295],[ 0.27346939 -0.25926259],[ 0.79183673 -0.25240487],374.0
12,12,,[ 0.56013061 -0.25827012],[ 0.27755102 -0.26018386],[ 0.8122449  -0.25240487],380.0
13,13,,[ 0.56284082 -0.25834878],[ 0.28163265 -0.25926259],[ 0.80408163 -0.25332156],350.0
14,14,,[ 0.56178776 -0.25831514],[ 0.2122449  -0.26018386],[ 0.79591837 -0.25239087],367.0
15,15,,[ 0.56641633 -0.25838426],[ 0.24081633 -0.25965854],[ 0.84489796 -0.25423121],383.0
16,16,,[ 0.56394286 -0.25837054],[ 0.1877551  -0.25970383],[ 0.84489796 -0.25358044],377.0
17,17,,[ 0.5658449  -0.25841289],[ 0.1877551  -0.25970383],[ 0.84081633 -0.25396949],380.0
18,18,,[ 0.56671837 -0.25840047],[ 0.16326531 -0.2603736 ],[ 0.84081633 -0.25240487],385.0
19,19,,[ 0.56434286 -0.25839885],[ 0.14285714 -0.2603736 ],[ 0.83265306 -0.25353071],375.0
20,20,,[ 0.56337959 -0.25836545],[ 0.14285714 -0.2603736 ],[ 0.84489796 -0.25353071],374.0
21,21,,[ 0.56076735 -0.25837115],[ 0.24081633 -0.26037915],[ 0.85306122 -0.25372109],382.0
22,22,,[ 0.56213878 -0.25829752],[ 0.27755102 -0.26037915],[ 0.85306122 -0.2535343 ],385.0
23,23,,[ 0.5646449 -0.2583568],[ 0.21632653 -0.25943204],[ 0.85306122 -0.25327047],371.0
24,24,,[ 0.56536327 -0.25840518],[ 0.21632653 -0.25943204],[ 0.85306122 -0.25365558],371.0
25,25,,[ 0.56226122 -0.25840025],[ 0.21632653 -0.25903373],[ 0.85306122 -0.25358044],374.0
