,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.51626739 -0.29180129],[ 0.22838346 -0.31301023],[ 0.78505639 -0.27564738],
1,1,,[ 0.51847932 -0.29134539],[ 0.22838346 -0.31279371],[ 0.76846805 -0.27564738],365.0
2,2,,[ 0.51906758 -0.29149091],[ 0.2399906  -0.31279371],[ 0.76846805 -0.27956592],379.0
3,3,,[ 0.52267227 -0.29139616],[ 0.2399906  -0.31279371],[ 0.76846805 -0.27863546],370.0
4,4,,[ 0.52310216 -0.29138777],[ 0.2399906  -0.30483262],[ 0.76846805 -0.27863546],405.0
5,5,,[ 0.52447406 -0.29148336],[ 0.2399906  -0.31301023],[ 0.76973684 -0.28072718],390.0
6,6,,[ 0.52826118 -0.29137393],[ 0.2399906  -0.30381336],[ 0.80258459 -0.27868957],371.0
7,7,,[ 0.52720367 -0.29127715],[ 0.2399906  -0.30381336],[ 0.76846805 -0.27564738],349.0
8,8,,[ 0.52841344 -0.29111734],[ 0.2399906  -0.30294677],[ 0.76381579 -0.27564738],362.0
9,9,,[ 0.52822077 -0.29127203],[ 0.2399906  -0.31279371],[ 0.76381579 -0.27566005],383.0
10,10,,[ 0.53104718 -0.29133208],[ 0.24924812 -0.31293369],[ 0.76541353 -0.27564738],380.0
11,11,,[ 0.52992744 -0.29131322],[ 0.24924812 -0.30492383],[ 0.76541353 -0.28072718],363.0
12,12,,[ 0.53026024 -0.29130149],[ 0.24924812 -0.30381336],[ 0.76828008 -0.28072718],406.0
13,13,,[ 0.53016053 -0.2914316 ],[ 0.24924812 -0.31301023],[ 0.81278195 -0.28282342],380.0
14,14,,[ 0.52975987 -0.29128861],[ 0.24478383 -0.31301023],[ 0.76828008 -0.27564738],393.0
15,15,,[ 0.52563929 -0.29124131],[ 0.24478383 -0.30492383],[ 0.76828008 -0.27958078],390.0
16,16,,[ 0.53038073 -0.29128995],[ 0.23792293 -0.31293369],[ 0.78505639 -0.27958078],370.0
17,17,,[ 0.52884718 -0.29133808],[ 0.23792293 -0.30294677],[ 0.76301692 -0.27962804],372.0
18,18,,[ 0.52684342 -0.2913204 ],[ 0.24924812 -0.30294677],[ 0.76301692 -0.28065502],412.0
19,19,,[ 0.5317765  -0.29131198],[ 0.24924812 -0.31279371],[ 0.76301692 -0.27956592],378.0
20,20,,[ 0.53370602 -0.29137951],[ 0.26203008 -0.30371321],[ 0.76414474 -0.28072718],371.0
21,21,,[ 0.53486241 -0.29137259],[ 0.24924812 -0.30294677],[ 0.76301692 -0.28120582],382.0
22,22,,[ 0.53396748 -0.29117926],[ 0.24924812 -0.30185248],[ 0.76301692 -0.27962804],367.0
23,23,,[ 0.53436212 -0.29132187],[ 0.25004699 -0.31293369],[ 0.76301692 -0.2812726 ],373.0
24,24,,[ 0.53407265 -0.29121718],[ 0.26203008 -0.30492383],[ 0.7993891  -0.27868957],391.0
25,25,,[ 0.5354016  -0.29129056],[ 0.27523496 -0.31293369],[ 0.7993891  -0.27564738],365.0
26,26,,[ 0.53347143 -0.29124069],[ 0.27523496 -0.31293369],[ 0.7993891  -0.27566005],370.0
27,27,,[ 0.52982105 -0.29119997],[ 0.21494361 -0.31293369],[ 0.75648496 -0.28062652],398.0
28,28,,[ 0.53362566 -0.29139906],[ 0.21494361 -0.30381336],[ 0.75648496 -0.27856769],400.0
29,29,,[ 0.53425761 -0.29118943],[ 0.21494361 -0.30294677],[ 0.75648496 -0.27856769],384.0
30,30,,[ 0.5370265  -0.29126626],[ 0.21494361 -0.30381336],[ 0.77786654 -0.27856769],389.0
31,31,,[ 0.53618853 -0.29129573],[ 0.21494361 -0.30371321],[ 0.78505639 -0.27566005],401.0
32,32,,[ 0.53956852 -0.29127965],[ 0.21494361 -0.30192694],[ 0.78505639 -0.27566005],372.0
33,33,,[ 0.53788346 -0.29137195],[ 0.21494361 -0.30381336],[ 0.78505639 -0.27566005],389.0
34,34,,[ 0.53796485 -0.29141312],[ 0.21494361 -0.30367164],[ 0.78505639 -0.28162219],395.0
35,35,,[ 0.53797716 -0.29137033],[ 0.21494361 -0.31293369],[ 0.78505639 -0.28173579],374.0
36,36,,[ 0.53619154 -0.29108149],[ 0.27396617 -0.30177709],[ 0.78505639 -0.27564738],400.0
37,37,,[ 0.5369531  -0.29131241],[ 0.24924812 -0.31279371],[ 0.78505639 -0.28173579],382.0
38,38,,[ 0.53437697 -0.29137954],[ 0.27636278 -0.30367164],[ 0.78505639 -0.27863546],384.0
39,39,,[ 0.53289389 -0.2911865 ],[ 0.25070489 -0.31279371],[ 0.78505639 -0.28072718],373.0
40,40,,[ 0.53412133 -0.29119253],[ 0.24924812 -0.31279371],[ 0.78505639 -0.28062652],389.0
41,41,,[ 0.53253327 -0.29125854],[ 0.24924812 -0.31279371],[ 0.78505639 -0.27858796],385.0
42,42,,[ 0.53196053 -0.29143415],[ 0.24924812 -0.31301023],[ 0.80944549 -0.27564738],387.0
43,43,,[ 0.53109972 -0.29124398],[ 0.23632519 -0.31301023],[ 0.78505639 -0.27863546],409.0
44,44,,[ 0.52799342 -0.29122519],[ 0.23632519 -0.31301023],[ 0.79398496 -0.27564738],386.0
45,45,,[ 0.52883966 -0.29129846],[ 0.22199248 -0.30192353],[ 0.79844925 -0.28243832],390.0
46,46,,[ 0.52932303 -0.29126146],[ 0.22199248 -0.3017788 ],[ 0.78505639 -0.27863546],386.0
47,47,,[ 0.52762744 -0.29131035],[ 0.24924812 -0.31301023],[ 0.78505639 -0.28062652],373.0
48,48,,[ 0.52727227 -0.29139022],[ 0.24924812 -0.31301023],[ 0.80131579 -0.27564738],378.0
49,49,,[ 0.52960244 -0.2913681 ],[ 0.22518797 -0.31301023],[ 0.76141917 -0.27566005],378.0
50,50,,[ 0.53064925 -0.29129576],[ 0.24924812 -0.31279371],[ 0.76141917 -0.27566005],366.0
