,gen,evals,avg,min,max,nevals
0,0,500.0,[0.43743182 0.61625478],[0. 0.],[1. 1.],
1,1,,[0.46427273 0.60785987],[0. 0.],[1. 1.],381.0
2,2,,[0.47640909 0.60224204],[0. 0.],[1. 1.],383.0
3,3,,[0.48029545 0.60002548],[0. 0.],[1. 1.],388.0
4,4,,[0.49159091 0.59961783],[0. 0.],[1. 1.],368.0
5,5,,[0.49847727 0.59905732],[0. 0.],[1. 1.],389.0
6,6,,[0.51163636 0.59127389],[0. 0.],[1. 1.],379.0
7,7,,[0.52040909 0.5828535 ],[0. 0.],[1. 1.],382.0
8,8,,[0.53777273 0.56812739],[0. 0.],[1. 1.],369.0
9,9,,[0.54277273 0.56892994],[0. 0.],[1. 1.],368.0
10,10,,[0.55225   0.5606242],[0. 0.],[1. 1.],384.0
11,11,,[0.55470455 0.5602293 ],[0. 0.],[1. 1.],383.0
12,12,,[0.55597727 0.562     ],[0. 0.],[1. 1.],389.0
13,13,,[0.56045455 0.56031847],[0. 0.],[1. 1.],388.0
14,14,,[0.56309091 0.55631847],[0. 0.],[1. 1.],364.0
15,15,,[0.56147727 0.55328662],[0. 0.],[1. 1.],376.0
16,16,,[0.56656818 0.55123567],[0. 0.],[1. 1.],381.0
17,17,,[0.57270455 0.54594904],[0. 0.],[1. 1.],386.0
18,18,,[0.56527273 0.55092994],[0. 0.],[1. 1.],377.0
19,19,,[0.56618182 0.55327389],[0. 0.],[1. 1.],378.0
20,20,,[0.56975    0.54763057],[0. 0.],[1. 1.],380.0
21,21,,[0.57268182 0.54794904],[0. 0.],[1. 1.],368.0
22,22,,[0.57097727 0.55287898],[0. 0.],[1. 1.],358.0
23,23,,[0.56904545 0.55214013],[0. 0.],[1. 1.],388.0
24,24,,[0.57181818 0.55452229],[0. 0.],[1. 1.],364.0
25,25,,[0.57170455 0.55385987],[0. 0.],[1. 1.],376.0
26,26,,[0.56947727 0.55991083],[0. 0.],[1. 1.],365.0
27,27,,[0.5755     0.54904459],[0. 0.],[1. 1.],377.0
28,28,,[0.57831818 0.54532484],[0. 0.],[1. 1.],355.0
29,29,,[0.57729545 0.54882803],[0. 0.],[1. 1.],380.0
30,30,,[0.56618182 0.55380892],[0. 0.],[1. 1.],382.0
