,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.52278853 -0.28934307],[ 0.26968985 -0.30576268],[ 0.78345865 -0.27602483],
1,1,,[ 0.52392594 -0.28789783],[ 0.2487782  -0.30182493],[ 0.78345865 -0.27602483],381.0
2,2,,[ 0.52378449 -0.28755884],[ 0.2487782  -0.30071185],[ 0.77053571 -0.27667826],392.0
3,3,,[ 0.52823712 -0.28742839],[ 0.2487782 -0.3055838],[ 0.78345865 -0.27669371],374.0
4,4,,[ 0.53176945 -0.28747598],[ 0.26809211 -0.30246537],[ 0.79605263 -0.27695052],364.0
5,5,,[ 0.52934596 -0.28770461],[ 0.25676692 -0.3055838 ],[ 0.78345865 -0.27665197],378.0
6,6,,[ 0.52782002 -0.28763981],[ 0.26809211 -0.3055838 ],[ 0.78345865 -0.27994465],369.0
7,7,,[ 0.53089643 -0.2875799 ],[ 0.23745301 -0.30246537],[ 0.79652256 -0.27654269],391.0
8,8,,[ 0.53403327 -0.28765437],[ 0.2487782  -0.30242447],[ 0.79652256 -0.27654269],378.0
9,9,,[ 0.53410949 -0.28764496],[ 0.2487782  -0.30242447],[ 0.79652256 -0.27654269],388.0
10,10,,[ 0.53433515 -0.28765502],[ 0.27236842 -0.30072956],[ 0.79652256 -0.27602483],374.0
11,11,,[ 0.53421635 -0.28760176],[ 0.27236842 -0.30072956],[ 0.77227444 -0.27602483],360.0
12,12,,[ 0.53474549 -0.28770487],[ 0.24910714 -0.3055981 ],[ 0.80545113 -0.27602483],385.0
13,13,,[ 0.5361406  -0.28753223],[ 0.24910714 -0.30182493],[ 0.79412594 -0.27602483],375.0
14,14,,[ 0.53489342 -0.28778002],[ 0.24910714 -0.30182493],[ 0.80178571 -0.27665197],379.0
15,15,,[ 0.53477979 -0.28776258],[ 0.17763158 -0.30182493],[ 0.81184211 -0.27667826],369.0
16,16,,[ 0.53280028 -0.28762935],[ 0.17763158 -0.30071185],[ 0.81184211 -0.27602483],348.0
17,17,,[ 0.5330875 -0.2876224],[ 0.17763158 -0.30072956],[ 0.78599624 -0.27669371],371.0
18,18,,[ 0.52989652 -0.28753868],[ 0.17763158 -0.30576268],[ 0.79046053 -0.27665197],381.0
19,19,,[ 0.53183731 -0.28763176],[ 0.17763158 -0.30576268],[ 0.79046053 -0.27665197],362.0
20,20,,[ 0.5341937  -0.28773733],[ 0.17763158 -0.30242447],[ 0.79046053 -0.27654269],392.0
